date,year,serial,total_death_missing,cause_of_death,collapsed_cause,collapsed_region,number_children,lon,lat,random
2022-03-07,2022,2022.MMP00152,1,Drowning,Drowning,Central America,,-100.507645,28.68070748,0.2012426090050765
2022-02-07,2022,2022.MMP00155,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,North America,,-110.99021,31.97765971,0.9422290214275599
2022-03-12,2022,2022.MMP00157,1,Drowning,Drowning,Mediterranean,,12.583315,32.79560599,0.8344460346973834
2022-03-10,2022,2022.MMP00163,1,Drowning,Drowning,Central America,,-98.315856,26.1156672,0.08881281591991175
2022-03-15,2022,2022.MMP00164,1,Violence,Violence,South America,,-72.451684,7.817659786,0.053992395105676216
2022-03-15,2022,2022.MMP00165,1,Drowning,Drowning,Central America,,-97.497509,25.88864277,0.07305026513765589
2022-03-18,2022,2022.MMP00167,1,Mixed or unknown,Mixed or unknown,Europe,,21.66436181,42.23233157,0.7822272513082575
2022-03-13,2022,2022.MMP00168,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Europe,,11.7827807,44.36449128,0.2859987750133417
2022-01-20,2022,2022.MMP00172,1,Sickness / lack of access to adequate healthcare,Sickness / lack of access to adequate healthcare,Southern Asia,,51.51405391,35.6094831,0.00257438303627322
2022-01-20,2022,2022.MMP00173,1,Sickness / lack of access to adequate healthcare,Sickness / lack of access to adequate healthcare,Southern Asia,,51.51405391,35.6094831,0.1322456182845917
2022-01-23,2022,2022.MMP00174,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Southern Asia,,51.51405391,35.6094831,0.3418323355439121
2022-01-23,2022,2022.MMP00175,1,Sickness / lack of access to adequate healthcare,Sickness / lack of access to adequate healthcare,Southern Asia,,52.55016962,29.63566487,0.6704690297982205
2022-01-23,2022,2022.MMP00176,1,Sickness / lack of access to adequate healthcare,Sickness / lack of access to adequate healthcare,Southern Asia,,51.51405391,35.6094831,0.08543502259799651
2022-01-24,2022,2022.MMP00177,1,Accidental death,Accidental death,Southern Asia,,51.51405391,35.6094831,0.6365460290257616
2022-01-24,2022,2022.MMP00178,1,Violence,Violence,Southern Asia,,59.56640007,36.30860757,0.3821407365469296
2022-01-24,2022,2022.MMP00179,1,Sickness / lack of access to adequate healthcare,Sickness / lack of access to adequate healthcare,Southern Asia,,51.51405391,35.6094831,0.9988122268498385
2022-01-26,2022,2022.MMP00180,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Southern Asia,1,51.51405391,35.6094831,0.7696599193913045
2022-01-29,2022,2022.MMP00181,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Southern Asia,,51.96227584,36.2596928,0.46620658686705396
2022-01-29,2022,2022.MMP00182,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Southern Asia,,46.28684794,38.07379905,0.5758962785995958
2022-01-29,2022,2022.MMP00183,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Southern Asia,,46.28684794,38.07379905,0.26219995653692973
2022-01-30,2022,2022.MMP00184,1,Sickness / lack of access to adequate healthcare,Sickness / lack of access to adequate healthcare,Southern Asia,,51.51405391,35.6094831,0.07744440605430203
2022-01-30,2022,2022.MMP00185,1,Sickness / lack of access to adequate healthcare,Sickness / lack of access to adequate healthcare,Southern Asia,,51.51405391,35.6094831,0.6596554480855257
2022-02-02,2022,2022.MMP00186,1,Accidental death,Accidental death,Southern Asia,,51.51405391,35.6094831,0.11771174016449892
2022-02-02,2022,2022.MMP00187,1,Sickness / lack of access to adequate healthcare,Sickness / lack of access to adequate healthcare,Southern Asia,,51.51405391,35.6094831,0.4145155981543416
2022-02-02,2022,2022.MMP00188,1,Sickness / lack of access to adequate healthcare,Sickness / lack of access to adequate healthcare,Southern Asia,,51.51405391,35.6094831,0.7475057595353958
2022-02-03,2022,2022.MMP00189,1,Sickness / lack of access to adequate healthcare,Sickness / lack of access to adequate healthcare,Southern Asia,,51.51405391,35.6094831,0.6187581173867058
2022-02-03,2022,2022.MMP00190,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Southern Asia,,51.51405391,35.6094831,0.9814396919788779
2022-02-05,2022,2022.MMP00191,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Southern Asia,,50.73797985,35.91530545,0.7371339620689383
2022-02-05,2022,2022.MMP00192,1,Accidental death,Accidental death,Southern Asia,,51.51405391,35.6094831,0.9047476798710268
2022-02-06,2022,2022.MMP00193,1,Accidental death,Accidental death,Southern Asia,,51.51405391,35.6094831,0.7639424319946955
2022-02-07,2022,2022.MMP00194,1,Sickness / lack of access to adequate healthcare,Sickness / lack of access to adequate healthcare,Southern Asia,,57.96974133,32.99688134,0.1277170203360518
2022-02-07,2022,2022.MMP00195,1,Accidental death,Accidental death,Southern Asia,,50.95694725,35.83268259,0.6027880280517643
2022-02-08,2022,2022.MMP00196,1,Accidental death,Accidental death,Southern Asia,,51.51405391,35.6094831,0.9258692673899489
2022-02-10,2022,2022.MMP00197,1,Sickness / lack of access to adequate healthcare,Sickness / lack of access to adequate healthcare,Southern Asia,,51.51405391,35.6094831,0.8916468113154175
2022-02-10,2022,2022.MMP00198,1,Accidental death,Accidental death,Southern Asia,,51.51405391,35.6094831,0.4198215465264341
2022-02-10,2022,2022.MMP00199,1,Sickness / lack of access to adequate healthcare,Sickness / lack of access to adequate healthcare,Southern Asia,,51.51405391,35.6094831,0.26275513156764396
2022-02-10,2022,2022.MMP00200,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Southern Asia,1,51.51405391,35.6094831,0.05780543711220143
2022-02-10,2022,2022.MMP00201,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Southern Asia,1,51.51405391,35.6094831,0.9891800511204312
2022-02-12,2022,2022.MMP00202,1,Accidental death,Accidental death,Southern Asia,,51.96227584,36.2596928,0.32216782940554123
2022-02-12,2022,2022.MMP00203,1,Sickness / lack of access to adequate healthcare,Sickness / lack of access to adequate healthcare,Southern Asia,,51.51405391,35.6094831,0.45335662841376734
2022-02-13,2022,2022.MMP00204,1,Mixed or unknown,Mixed or unknown,Southern Asia,,51.51405391,35.6094831,0.7180262117778968
2022-02-13,2022,2022.MMP00205,1,Sickness / lack of access to adequate healthcare,Sickness / lack of access to adequate healthcare,Southern Asia,,51.51405391,35.6094831,0.02930161560573552
2022-02-14,2022,2022.MMP00206,1,Sickness / lack of access to adequate healthcare,Sickness / lack of access to adequate healthcare,Southern Asia,,51.51405391,35.6094831,0.7248935744904046
2022-02-14,2022,2022.MMP00207,1,Sickness / lack of access to adequate healthcare,Sickness / lack of access to adequate healthcare,Southern Asia,,51.51405391,35.6094831,0.5937383370138385
2022-02-16,2022,2022.MMP00208,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Southern Asia,,51.51405391,35.6094831,0.9229480932332934
2022-02-17,2022,2022.MMP00209,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Southern Asia,,51.51405391,35.6094831,0.2542343412875585
2022-02-17,2022,2022.MMP00210,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Southern Asia,,51.51405391,35.6094831,0.3372715688399859
2022-02-20,2022,2022.MMP00211,1,Sickness / lack of access to adequate healthcare,Sickness / lack of access to adequate healthcare,Southern Asia,,51.51405391,35.6094831,0.3470685852727986
2022-02-21,2022,2022.MMP00212,1,Accidental death,Accidental death,Southern Asia,1,51.51405391,35.6094831,0.8126300417472088
2022-02-21,2022,2022.MMP00213,1,Sickness / lack of access to adequate healthcare,Sickness / lack of access to adequate healthcare,Southern Asia,,51.51405391,35.6094831,0.14996691733090106
2022-02-22,2022,2022.MMP00214,1,Mixed or unknown,Mixed or unknown,Southern Asia,,51.99131582,32.68681223,0.5490170097339526
2022-02-23,2022,2022.MMP00215,1,Accidental death,Accidental death,Southern Asia,,51.51405391,35.6094831,0.6850527551570234
2022-02-23,2022,2022.MMP00216,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Southern Asia,,51.51405391,35.6094831,0.1396278144916978
2022-02-23,2022,2022.MMP00217,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Southern Asia,,51.51405391,35.6094831,0.30421349453094093
2022-02-23,2022,2022.MMP00218,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Southern Asia,,51.51405391,35.6094831,0.48515058421738355
2022-02-23,2022,2022.MMP00219,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Southern Asia,,51.51405391,35.6094831,0.4638914200835831
2022-01-01,2022,2022.MMP00220,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Southern Asia,,57.57054,28.95046741,0.9785705732372076
2022-01-01,2022,2022.MMP00221,1,Sickness / lack of access to adequate healthcare,Sickness / lack of access to adequate healthcare,Southern Asia,,50.927101,28.91397523,0.47964560544690893
2022-01-03,2022,2022.MMP00222,1,Sickness / lack of access to adequate healthcare,Sickness / lack of access to adequate healthcare,Southern Asia,,55.175261,30.10558043,0.9114763034146369
2022-01-03,2022,2022.MMP00223,1,Violence,Violence,Southern Asia,,57.414016,29.85315945,0.5187677253583223
2022-01-04,2022,2022.MMP00224,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Southern Asia,,62.278278,27.44186775,0.026243140536484688
2022-01-04,2022,2022.MMP00225,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Southern Asia,,62.278278,27.44186775,0.0647248713860824
2022-01-04,2022,2022.MMP00226,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Southern Asia,,62.278278,27.44186775,0.0672473940380407
2022-01-04,2022,2022.MMP00227,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Southern Asia,,62.278278,27.44186775,0.3881021006896448
2022-01-04,2022,2022.MMP00228,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Southern Asia,1,62.278278,27.44186775,0.3733730530235684
2022-01-04,2022,2022.MMP00229,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Southern Asia,,62.278278,27.44186775,0.8011832171278075
2022-01-04,2022,2022.MMP00230,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Southern Asia,,62.278278,27.44186775,0.27848194063319465
2022-01-04,2022,2022.MMP00231,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Southern Asia,,62.278278,27.44186775,0.2946111863623666
2022-01-05,2022,2022.MMP00232,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Southern Asia,1,55.718003,29.424292,0.6108705477148606
2022-01-05,2022,2022.MMP00233,1,Accidental death,Accidental death,Southern Asia,,52.512362,29.63186286,0.7201784175492196
2022-01-05,2022,2022.MMP00234,1,Accidental death,Accidental death,Southern Asia,,54.758785,31.96625955,0.6076342760105056
2022-01-06,2022,2022.MMP00235,1,Sickness / lack of access to adequate healthcare,Sickness / lack of access to adequate healthcare,Southern Asia,,52.512362,29.63186286,0.9675742184674032
2022-01-07,2022,2022.MMP00236,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Southern Asia,,53.105249,32.85510866,0.04924385279459065
2022-01-07,2022,2022.MMP00237,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Southern Asia,,62.353166,27.35022729,0.37485023069824086
2022-01-07,2022,2022.MMP00238,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Southern Asia,,52.422454,29.62014626,0.2510218709644507
2022-01-08,2022,2022.MMP00240,1,Sickness / lack of access to adequate healthcare,Sickness / lack of access to adequate healthcare,Southern Asia,,52.512362,29.63186286,0.6273147757809443
2022-01-08,2022,2022.MMP00241,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Southern Asia,,51.283607,28.88414063,0.8918285391334497
2022-01-08,2022,2022.MMP00242,1,Violence,Violence,Southern Asia,,52.512362,29.63186286,0.9151624061949268
2022-01-09,2022,2022.MMP00243,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Southern Asia,,56.179876,26.97500663,0.39388017860556146
2022-01-11,2022,2022.MMP00244,1,Sickness / lack of access to adequate healthcare,Sickness / lack of access to adequate healthcare,Southern Asia,,52.512362,29.63186286,0.16396482633103604
2022-01-14,2022,2022.MMP00245,1,Sickness / lack of access to adequate healthcare,Sickness / lack of access to adequate healthcare,Southern Asia,,57.138688,30.26235756,0.1330814879571267
2022-01-15,2022,2022.MMP00246,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Southern Asia,,54.758785,31.96625955,0.5677380090337134
2022-01-15,2022,2022.MMP00247,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Southern Asia,,58.363501,27.84212492,0.2183073184646913
2022-01-15,2022,2022.MMP00248,1,Violence,Violence,Southern Asia,,62.353166,27.35022729,0.7304012907234019
2022-01-17,2022,2022.MMP00249,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Southern Asia,,57.414016,29.85315945,0.3894658008014764
2022-01-18,2022,2022.MMP00250,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Southern Asia,,52.512362,29.63186286,0.8669507525619573
2022-01-20,2022,2022.MMP00252,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Southern Asia,,61.166179,28.2429916,0.7249364889309275
2022-01-20,2022,2022.MMP00253,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Southern Asia,1,61.166179,28.2429916,0.8899269735984423
2022-01-20,2022,2022.MMP00254,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Southern Asia,,61.166179,28.2429916,0.8608966498370951
2022-01-20,2022,2022.MMP00255,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Southern Asia,,61.166179,28.2429916,0.7572928659721332
2022-01-20,2022,2022.MMP00256,1,Mixed or unknown,Mixed or unknown,Southern Asia,,52.512362,29.63186286,0.463963320231491
2022-01-20,2022,2022.MMP00257,1,Violence,Violence,Southern Asia,,61.501773,31.05124289,0.02562888785266071
2022-01-22,2022,2022.MMP00258,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Southern Asia,,50.927101,28.91397523,0.9687280094793109
2022-01-25,2022,2022.MMP00259,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Southern Asia,,57.57054,28.95046741,0.9679849179169002
2022-01-27,2022,2022.MMP00261,1,Sickness / lack of access to adequate healthcare,Sickness / lack of access to adequate healthcare,Southern Asia,,61.501773,31.05124289,0.6547957247019156
2022-01-28,2022,2022.MMP00262,1,Sickness / lack of access to adequate healthcare,Sickness / lack of access to adequate healthcare,Southern Asia,,50.927101,28.91397523,0.055172964207641506
2022-01-28,2022,2022.MMP00263,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Southern Asia,,50.927101,28.91397523,0.03959579934194157
2022-01-30,2022,2022.MMP00264,1,Sickness / lack of access to adequate healthcare,Sickness / lack of access to adequate healthcare,Southern Asia,,57.414016,29.85315945,0.9999135712995728
2022-01-30,2022,2022.MMP00265,1,Sickness / lack of access to adequate healthcare,Sickness / lack of access to adequate healthcare,Southern Asia,,56.069676,30.325114,0.7650907291174465
2022-02-01,2022,2022.MMP00266,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Southern Asia,,62.353166,27.35022729,0.17200578012515844
2022-02-01,2022,2022.MMP00267,1,Violence,Violence,Southern Asia,,52.512362,29.63186286,0.48264152759381673
2022-02-01,2022,2022.MMP00269,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Southern Asia,,60.684828,27.21161534,0.30412651336133134
2022-02-03,2022,2022.MMP00270,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Southern Asia,,58.17825,29.1403563,0.43344787910463767
2022-02-03,2022,2022.MMP00271,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Southern Asia,,52.512362,29.63186286,0.6204440995262834
2022-02-04,2022,2022.MMP00272,1,Sickness / lack of access to adequate healthcare,Sickness / lack of access to adequate healthcare,Southern Asia,,57.414016,29.85315945,0.13191719332695362
2022-02-04,2022,2022.MMP00273,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Southern Asia,,54.758785,31.96625955,0.12205298253455021
2022-01-05,2022,2022.MMP00274,1,Accidental death,Accidental death,Southern Asia,1,55.718003,29.424292,0.6876898477637503
2022-01-05,2022,2022.MMP00275,1,Accidental death,Accidental death,Southern Asia,,55.718003,29.424292,0.9645930947106744
2022-02-05,2022,2022.MMP00276,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Southern Asia,,58.17825,29.1403563,0.987808433366379
2022-02-06,2022,2022.MMP00277,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Southern Asia,,52.505807,32.2537812,0.8661480954423646
2022-02-09,2022,2022.MMP00278,1,Sickness / lack of access to adequate healthcare,Sickness / lack of access to adequate healthcare,Southern Asia,,60.684828,27.21161534,0.3410783363689991
2022-02-09,2022,2022.MMP00279,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Southern Asia,,62.353166,27.35022729,0.5423501731060734
2022-02-09,2022,2022.MMP00280,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Southern Asia,,52.512362,29.63186286,0.3444822456950547
2022-02-09,2022,2022.MMP00281,1,Sickness / lack of access to adequate healthcare,Sickness / lack of access to adequate healthcare,Southern Asia,1,52.512362,29.63186286,0.5398284610324766
2022-02-10,2022,2022.MMP00282,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Southern Asia,,62.353166,27.35022729,0.5404830389902466
2022-02-10,2022,2022.MMP00283,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Southern Asia,,62.353166,27.35022729,0.47192972560748725
2022-02-15,2022,2022.MMP00284,1,Mixed or unknown,Mixed or unknown,Southern Asia,,55.755969,29.51824381,0.10073088634178462
2022-02-16,2022,2022.MMP00285,1,Drowning,Drowning,Southern Asia,,60.640732,25.29701936,0.9919679895550684
2022-02-16,2022,2022.MMP00286,1,Violence,Violence,Southern Asia,,51.514054,35.6094831,0.9438607793277702
2022-02-20,2022,2022.MMP00287,1,Sickness / lack of access to adequate healthcare,Sickness / lack of access to adequate healthcare,Southern Asia,,57.57054,28.95046741,0.6931401179770551
2022-03-24,2022,2022.MMP00289,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,South-eastern Asia,,99.833654,13.18753886,0.3624417548418586
2022-03-26,2022,2022.MMP0029,1,Violence,Violence,Eastern Africa,,36.15293253,12.95959734,0.32803072752734397
2022-03-23,2022,2022.MMP0295,1,Sickness / lack of access to adequate healthcare,Sickness / lack of access to adequate healthcare,Europe,,1.139247,41.64734149,0.04062721154892013
2022-03-09,2022,2022.MMP0299,1,Drowning,Drowning,Central America,,-100.51094,28.69723936,0.08479327533609204
2022-03-17,2022,2022.MMP0300,1,Drowning,Drowning,Central America,,-100.510897,28.69723587,0.7899814263378808
2022-03-17,2022,2022.MMP0301,1,Sickness / lack of access to adequate healthcare,Sickness / lack of access to adequate healthcare,Central America,,-82.839308,8.534414905,0.39258953697920584
2022-03-21,2022,2022.MMP0302,1,Drowning,Drowning,Central America,,-100.511201,28.69614891,0.006891809170102237
2022-03-21,2022,2022.MMP0303,1,"Harsh environmental conditions / lack of adequate shelter, food, water","Harsh environmental conditions / lack of adequate shelter, food, water",North America,,-99.894439,28.66688847,0.9303761177834928
2022-03-22,2022,2022.MMP0304,1,"Harsh environmental conditions / lack of adequate shelter, food, water","Harsh environmental conditions / lack of adequate shelter, food, water",North America,,-100.398193,28.69696633,0.3645901320182423
2022-03-23,2022,2022.MMP0305,1,Drowning,Drowning,Central America,,-100.569153,28.68062599,0.5091941585455098
2022-03-19,2022,2022.MMP0306,1,Drowning,Drowning,Mediterranean,,-2.011156,35.07117082,0.8840154694661553
2022-03-21,2022,2022.MMP0307,1,Drowning,Drowning,Central America,,-100.5109401,28.69723936,0.931647963159898
2022-03-24,2022,2022.MMP0308,1,Drowning,Drowning,Central America,,-117.1243307,32.53431631,0.740318857735718
2022-03-24,2022,2022.MMP0309,1,Drowning,Drowning,Central America,,-97.49723644,25.89758748,0.8639057344648136
2022-03-26,2022,2022.MMP0311,1,Violence,Violence,South America,,-73.25941196,10.44982935,0.6928446874295968
2022-03-26,2022,2022.MMP0312,1,Sickness / lack of access to adequate healthcare,Sickness / lack of access to adequate healthcare,South America,,-68.63420335,-19.27549367,0.6042889632547082
2022-03-26,2022,2022.MMP0313,1,Sickness / lack of access to adequate healthcare,Sickness / lack of access to adequate healthcare,South America,1,-68.63420335,-19.27549367,0.13866854113296712
2022-03-24,2022,2022.MMP0315,1,Accidental death,Accidental death,North America,,-106.5154388,31.7725283,0.44016789324158756
2022-03-19,2022,2022.MMP0316,1,"Harsh environmental conditions / lack of adequate shelter, food, water","Harsh environmental conditions / lack of adequate shelter, food, water",North America,,-99.95653969,28.71948443,0.18362866592688354
2022-03-17,2022,2022.MMP0317,1,Accidental death,Accidental death,North America,,-106.146779,31.43284726,0.5513630893739245
2022-04-03,2022,2022.MMP0319,1,Drowning,Drowning,Mediterranean,,12.578701,32.79519696,0.9904616020462806
2022-03-12,2022,2022.MMP0322,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Europe,,15.432728,46.33258883,0.564146988808335
2022-03-31,2022,2022.MMP0323,1,Drowning,Drowning,Europe,,-1.668492,43.24873174,0.9481710979012157
2022-04-05,2022,2022.MMP0326,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Europe,,22.627708,40.95635593,0.08523041260701647
2022-04-06,2022,2022.MMP0328,1,"Harsh environmental conditions / lack of adequate shelter, food, water","Harsh environmental conditions / lack of adequate shelter, food, water",Europe,,24.32783,47.92467876,0.7882483829649201
2022-04-06,2022,2022.MMP0329,1,"Harsh environmental conditions / lack of adequate shelter, food, water","Harsh environmental conditions / lack of adequate shelter, food, water",Northern Africa,,-1.940234,34.79202335,0.7755965458463725
2022-03-18,2022,2022.MMP0330,1,Drowning,Drowning,Central America,,-100.5122816,28.70505078,0.576027346864713
2022-03-28,2022,2022.MMP0331,1,Drowning,Drowning,Caribbean,,-69.31938561,18.44666602,0.8094052797223132
2022-03-04,2022,2022.MMP0332,1,Drowning,Drowning,Central America,,-100.9281473,29.32599472,0.8175508440627155
2022-02-19,2022,2022.MMP0333,1,Violence,Violence,North America,,-109.3700431,31.38776873,0.6855346788671586
2022-03-31,2022,2022.MMP0334,1,Drowning,Drowning,North America,,-81.54325148,24.62497079,0.1524723618157935
2022-03-27,2022,2022.MMP0335,1,Drowning,Drowning,Central America,,-100.5111637,28.69674325,0.5841025069261838
2022-04-07,2022,2022.MMP0345,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Europe,,-0.376158,39.44431651,0.883615341231611
2022-04-10,2022,2022.MMP0346,1,Drowning,Drowning,North America,,-117.255436,32.74727124,0.5372461458177162
2022-04-04,2022,2022.MMP0349,1,Mixed or unknown,Mixed or unknown,Central America,,-95.226656,16.32370302,0.18382492352395863
2022-04-10,2022,2022.MMP0352,1,Drowning,Drowning,Central America,,-100.900265,29.30967015,0.6147174844189114
2022-04-11,2022,2022.MMP0353,1,Drowning,Drowning,Central America,,-100.886197,29.30446461,0.5591664524424267
2022-04-05,2022,2022.MMP0354,1,Violence,Violence,Central America,,-98.432618,18.86204066,0.26393870353579896
2022-04-11,2022,2022.MMP0355,1,Accidental death,Accidental death,North America,,-109.362154,31.338277,0.7795461468136056
2022-04-05,2022,2022.MMP0356,1,Accidental death,Accidental death,North America,,-106.2794664,31.56512715,0.6176163079752732
2022-01-01,2022,2022.MMP0357,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Northern Africa,,-0.970115,22.91872955,0.9118369449320598
2022-01-04,2022,2022.MMP0358,1,Violence,Violence,Northern Africa,,-0.970115,22.91872955,0.09263627266959462
2022-01-08,2022,2022.MMP0359,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Northern Africa,,-0.970115,22.91872955,0.30158289704890007
2022-01-09,2022,2022.MMP0360,1,Sickness / lack of access to adequate healthcare,Sickness / lack of access to adequate healthcare,Northern Africa,,-0.970115,22.91872955,0.9515932393701094
2022-01-16,2022,2022.MMP0362,1,Violence,Violence,Northern Africa,,5.327142,31.9182922,0.6241163581216669
2022-01-17,2022,2022.MMP0363,1,Sickness / lack of access to adequate healthcare,Sickness / lack of access to adequate healthcare,Northern Africa,1,4.760729,36.07135486,0.5382959860536582
2022-02-22,2022,2022.MMP0365,1,Violence,Violence,Western Africa,,-16.000949,18.08278656,0.6057193762320328
2022-02-28,2022,2022.MMP0366,1,Sickness / lack of access to adequate healthcare,Sickness / lack of access to adequate healthcare,Western Africa,,-16.000949,18.08278656,0.9456771744408397
2022-03-01,2022,2022.MMP0367,1,Violence,Violence,Northern Africa,,-0.970115,22.91872955,0.5243031900591117
2022-04-13,2022,2022.MMP0369,1,Violence,Violence,South-eastern Asia,,97.954177,16.64981965,0.726831712171446
2022-04-13,2022,2022.MMP0375,1,Drowning,Drowning,North America,,-100.509525,28.70921971,0.7852362982040466
2022-04-13,2022,2022.MMP0376,1,Drowning,Drowning,Central America,,-100.511105,28.69742543,0.20481445300997692
2022-04-13,2022,2022.MMP0377,1,Drowning,Drowning,Central America,,-117.123732,32.53427077,0.9894368649115965
2022-04-14,2022,2022.MMP0379,1,Drowning,Drowning,Central America,,-100.886197,29.30446461,0.628959771659964
2022-04-14,2022,2022.MMP0380,1,Drowning,Drowning,North America,,-98.221172,26.09736015,0.789331294468328
2022-04-15,2022,2022.MMP0381,1,"Harsh environmental conditions / lack of adequate shelter, food, water","Harsh environmental conditions / lack of adequate shelter, food, water",Central America,,-100.348481,28.39041951,0.13203624397108094
2022-04-15,2022,2022.MMP0382,1,Drowning,Drowning,North America,,-100.506293,28.7168439,0.5432306978871264
2022-04-17,2022,2022.MMP0383,1,Drowning,Drowning,Central America,,-98.956948,26.37910974,0.14668793199422225
2022-04-17,2022,2022.MMP0384,1,Drowning,Drowning,Central America,,-100.508742,28.72898236,0.5595481552348278
2022-04-19,2022,2022.MMP0385,1,Drowning,Drowning,Central America,,-100.356687,28.45849112,0.9306483587960674
2022-04-19,2022,2022.MMP0386,1,Drowning,Drowning,Central America,,-100.507396,28.6798592,0.8352636940900531
2022-04-24,2022,2022.MMP0394,1,Drowning,Drowning,Mediterranean,,12.677462,32.79283444,0.15853397129101232
2022-04-26,2022,2022.MMP0398,1,Mixed or unknown,Mixed or unknown,Northern Africa,,-13.592776,27.33809627,0.6864389797112764
2022-04-21,2022,2022.MMP0399,1,Drowning,Drowning,Central America,,-100.5112011,28.69614891,0.4343173557367892
2022-04-21,2022,2022.MMP0401,1,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Central America,,-101.1532647,27.82041348,0.9079778036863617
