date,year,serial,total_death_missing,cause_of_death,collapsed_cause,collapsed_region,number_children,lon,lat,random
2015-04-18,2015,2015.MMP00108,1022,Drowning,Drowning,Mediterranean,,14.6777,35.03,0.6931922761749341
2014-12-31,2014,2014.MMP00259,750,Mixed or unknown,Mixed or unknown,South-eastern Asia,250,93.21449103,14.60759586,0.29563019841196225
2016-05-26,2016,2016.MMP00485,550,Drowning,Drowning,Mediterranean,40,12.059376,33.050577,0.1267929604061786
2014-09-12,2014,2014.MMP00204,500,Drowning,Drowning,Mediterranean,,14.4141,33.9069,0.5642309300762602
2016-04-09,2016,2016.MMP00364,459,Drowning,Drowning,Mediterranean,1,25.164174,31.5760031,0.5997869199568469
2015-04-13,2015,2015.MMP00099,400,Drowning,Drowning,Mediterranean,,17.572607,36.1734,0.9163855531256404
2016-06-03,2016,2016.MMP00517,339,Drowning,Drowning,Mediterranean,,25.1847692,35.3445284,0.4586480432845985
2015-02-09,2015,2015.MMP00043,307,Drowning,Drowning,Mediterranean,,12.9858,34.3616,0.2318649261403285
2016-09-21,2016,2016.MMP007463,288,Drowning,Drowning,Mediterranean,1,30.3236402,31.4732818,0.4946856555227339
2016-05-25,2016,2016.MMP00484,255,Drowning,Drowning,Mediterranean,,12.6998943,32.7610231,0.954000347334302
2014-03-22,2014,2014.MMP00046,251,Drowning,Drowning,Eastern Africa,,31,1.63236,0.07078348817610092
2014-08-24,2014,2014.MMP00178,251,Drowning,Drowning,Mediterranean,1,13.7659,32.9212,0.6604113325081837
2016-05-29,2016,2016.MMP00494,245,Drowning,Drowning,Mediterranean,,12.135376,35.1025073,0.31259211536132225
2015-03-31,2015,2015.MMP00085,243,Mixed or unknown,Mixed or unknown,South-eastern Asia,,92.46209,17.64473,0.40004722827613004
2014-06-27,2014,2014.MMP00127,240,Drowning,Drowning,Mediterranean,,17,34.6033,0.7668872768268453
2015-08-06,2015,2015.MMP00283,227,Drowning,Drowning,Mediterranean,2,12.7661,34.289,0.8234564370238919
2014-05-12,2014,2014.MMP00086,217,Drowning,Drowning,Mediterranean,3,16,34.7086,0.6699038272055446
2015-08-27,2015,2015.MMP00341,202,Drowning,Drowning,Mediterranean,,16.360273,32.151074,0.4268965409622132
2014-07-06,2014,2014.MMP00137,198,Drowning,Drowning,Mediterranean,2,13,32.9615,0.990392718958879
2014-07-19,2014,2014.MMP00154,180,"Drowning,Mixed or unknown","Drowning,Mixed or unknown",Mediterranean,1,14.2163,34.5821,0.9955923945963112
2017-01-14,2017,2017.MMP00039,176,Drowning,Drowning,Mediterranean,,12.6489293,33.0953228,0.4126917873770699
2014-08-03,2014,2014.MMP00170,172,Drowning,Drowning,Mediterranean,1,15.490763,33.499179,0.13563632535743375
2021-08-27,2021,2021.MMP00762,167,Violence,Violence,Southern Asia,,69.21110283,34.56611006,0.7703773716615012
2014-09-14,2014,2014.MMP00208,164,Drowning,Drowning,Mediterranean,1,13.8702,33.5048,0.5462633351187893
2017-05-19,2017,2017.MMP00392,156,Drowning,Drowning,Mediterranean,,13.03502391,33.10325838,0.9685940485075994
2019-07-25,2019,2019.MMP01047,150,Drowning,Drowning,Mediterranean,,14.624344026,32.83443272,0.1444959255803724
2020-10-24,2020,2020.MMP00850,141,Drowning,Drowning,Western Africa,,-16.7042898445,15.99567074,0.779212364489154
2016-11-14,2016,2016.MMP007640,135,Drowning,Drowning,Mediterranean,,14.4988153,34.2533716,0.4788788048174786
2015-03-31,2015,2015.MMP00086,130,Drowning,Drowning,South-eastern Asia,,89.487406,13.498141,0.9750176853851928
2017-03-23,2017,2017.MMP00260,130,Drowning,Drowning,Mediterranean,,12.3980036,32.8158918,0.7454476799930518
2018-09-01,2018,2018.MMP01102,130,Drowning,Drowning,Mediterranean,20,14.34892307,32.7249214,0.06193993388812569
2021-04-22,2021,2021.MMP00284,130,Drowning,Drowning,Mediterranean,,13.626167,33.740667,0.4839829790266754
2014-07-28,2014,2014.MMP00162,128,Drowning,Drowning,Mediterranean,,14,34.4666,0.15540495789494724
2016-11-02,2016,2016.MMP007618,128,Drowning,Drowning,Mediterranean,,14.4988153,34.2533716,0.6143631182885898
2017-06-15,2017,2017.MMP00491,126,Drowning,Drowning,Mediterranean,,17.73038778,32.15089731,0.6766930307574033
2015-12-31,2015,2015.MMP00806,123,Mixed or unknown,Mixed or unknown,North America,,-101.132282,29.81932753,0.3579430741885059
2022-09-22,2022,2022.MMP1098,122,Drowning,Drowning,Mediterranean,3,35.856475,34.853756,0.5468090476313074
2016-07-31,2016,2016.MMP00726,120,Drowning,Drowning,Mediterranean,,12.3944738,32.8094823,0.6348808997906201
2017-08-30,2017,2017.MMP00795,120,Drowning,Drowning,Mediterranean,,11.52050212,33.45539395,0.716169277065327
2017-02-19,2017,2017.MMP00187,118,Drowning,Drowning,Mediterranean,,14.33930942,32.74920163,0.8873843594881412
2019-01-18,2019,2019.MMP00057,117,Drowning,Drowning,Mediterranean,2,14.107902221,34.177488405,0.49212517654409904
2018-07-01,2018,2018.MMP00798,114,Drowning,Drowning,Mediterranean,3,14.44917331,32.97642418,0.8476652452509361
2017-05-07,2017,2017.MMP00360,113,Drowning,Drowning,Mediterranean,9,12.6964611,32.7812306,0.5653057417420935
2018-06-02,2018,2018.MMP00623,112,Drowning,Drowning,Mediterranean,,11.53622621,34.87422303,0.9525626060488874
2014-09-30,2014,2014.MMP00261,111,Mixed or unknown,Mixed or unknown,North America,,-103.40325,29.53547,0.765722588445924
2016-11-01,2016,2016.MMP007615,111,Drowning,Drowning,Mediterranean,3,16.3516697,30.8804954,0.8753950015444678
2020-09-21,2020,2020.MMP00723,111,Drowning,Drowning,Mediterranean,3,12.4611950736,32.90538538,0.12662246521006293
2014-07-14,2014,2014.MMP00146,110,Drowning,Drowning,Mediterranean,,15,33.6564,0.9058041984204843
2017-06-17,2017,2017.MMP00501,110,Drowning,Drowning,Mediterranean,,12.530664,32.8622936,0.5345968301864179
2015-05-25,2015,2015.MMP00150,106,Violence,Violence,South-eastern Asia,,100.178973,6.672991,0.6248996855783366
2018-06-29,2018,2018.MMP00788,104,Drowning,Drowning,Mediterranean,3,13.18859172,33.20147523,0.6322187624560747
2016-11-16,2016,2016.MMP007651,103,Drowning,Drowning,Mediterranean,,14.4988153,34.2533716,0.7587082983906481
2021-12-17,2021,2021.MMP0278,102,Drowning,Drowning,Mediterranean,,12.55682,32.92694,0.8371703600858682
2018-06-19,2018,2018.MMP00721,101,Drowning,Drowning,Mediterranean,2,12.875107,32.953662,0.753063181588397
2014-08-31,2014,2014.MMP00190,100,Drowning,Drowning,Mediterranean,,14,32.8879,0.1696286317279332
2015-05-15,2015,2015.MMP00135,100,Violence,Violence,South-eastern Asia,,95.729982,11.2878883,0.7624012172959773
2015-07-15,2015,2015.MMP00236,100,Drowning,Drowning,Mediterranean,,13.092461,32.86529572,0.724347790999224
2018-01-09,2018,2018.MMP00018,100,Drowning,Drowning,Mediterranean,,14.6304477,33.4612462,0.5033835057938691
2018-02-01,2018,2018.MMP00119,100,Drowning,Drowning,Mediterranean,2,12.2478292,33.2456355,0.8451671889565628
2019-08-19,2019,2019.MMP01166,100,Drowning,Drowning,Mediterranean,,12.35075364,32.927838556,0.1828263117333062
2016-11-15,2016,2016.MMP007649,99,Drowning,Drowning,Mediterranean,,14.4988153,34.2533716,0.47212234739642533
2016-10-26,2016,2016.MMP007598,97,Drowning,Drowning,Mediterranean,2,13.2279444,32.955844,0.23490444783392217
2017-04-13,2017,2017.MMP00299,97,Drowning,Drowning,Mediterranean,5,13.1215797,32.8629706,0.8900553675220533
2017-09-20,2017,2017.MMP00911,97,Drowning,Drowning,Mediterranean,,12.39065145,33.571206,0.910594459072946
2022-04-02,2022,2022.MMP0318,96,Drowning,Drowning,Mediterranean,,15.396572,33.40161512,0.43343303204402694
2014-10-02,2014,2014.MMP00219,95,Drowning,Drowning,Mediterranean,,14.6338,33.5963,0.4700951524251906
2015-10-05,2015,2015.MMP00469,95,Drowning,Drowning,Mediterranean,,12.7826,32.7873,0.4850999269445113
2019-11-21,2019,2019.MMP01656,94,Drowning,Drowning,Mediterranean,,12.261505742,33.223177907,0.2495950605905406
2020-02-09,2020,2020.MMP00146,91,Drowning,Drowning,Mediterranean,,13.6974409258,32.91616334,0.8641123534312769
2016-03-30,2016,2016.MMP00334,90,Drowning,Drowning,Mediterranean,,12.376176,32.7703544,0.30770898588591056
2014-09-14,2014,2014.MMP00207,88,Drowning,Drowning,Mediterranean,,29.6864,31.5253,0.7972436658727191
2016-12-13,2016,2016.MMP007755,87,Drowning,Drowning,Mediterranean,,12.6998943,32.7610231,0.4005149022872583
2016-03-28,2016,2016.MMP00327,84,Drowning,Drowning,Mediterranean,,16.2301914,33.4165331,0.8602304637495679
2016-04-29,2016,2016.MMP00408,84,Drowning,Drowning,Mediterranean,,12.376176,32.7703544,0.7971594006533016
2019-12-20,2019,2019.MMP01811,84,Mixed or unknown,Mixed or unknown,North America,,-99.4284852,27.5313645,0.13649356996496942
2019-07-03,2019,2019.MMP00900,83,"Drowning,Harsh environmental conditions / lack of adequate shelter, food, water","Drowning,Harsh environmental conditions / lack of adequate shelter, food, water",Mediterranean,1,11.4397119,33.618682017,0.1661490660732985
2017-05-07,2017,2017.MMP00359,82,Drowning,Drowning,Mediterranean,,12.7423968,35.5321535,0.23269843003181423
2017-05-26,2017,2017.MMP00408,82,Drowning,Drowning,Mediterranean,,13.01137899,34.11413452,0.7350463308925446
2021-08-31,2021,2021.MMP00757,81,Drowning,Drowning,Northern Africa,12,-16.75183311,22.11104711,0.4652299041102981
2014-05-06,2014,2014.MMP00080,77,Drowning,Drowning,Mediterranean,,16,32.6801,0.9503917449627601
2021-11-17,2021,2021.MMP0182,77,Drowning,Drowning,Mediterranean,,11.59477116,33.20428471,0.3877515221905914
2017-11-03,2017,2017.MMP01091,76,Drowning,Drowning,Mediterranean,,13.05352631,34.00014846,0.2847406942539601
2018-06-12,2018,2018.MMP00685,76,Drowning,Drowning,Mediterranean,1,12.5264264,33.30144056,0.933082333138034
2022-05-24,2022,2022.MMP0577,76,Drowning,Drowning,Mediterranean,,11.188245,34.59483841,0.44843907628858237
2014-07-01,2014,2014.MMP00131,75,Drowning,Drowning,Mediterranean,,15.8313,36.4317,0.04812930925751191
2020-11-12,2020,2020.MMP00927,75,Drowning,Drowning,Mediterranean,,14.3317569322,32.72261073,0.8266718506054855
2017-02-20,2017,2017.MMP00191,74,Drowning,Drowning,Mediterranean,,12.6964611,32.7812306,0.6498948185345013
2019-11-26,2019,2019.MMP01698,73,Drowning,Drowning,Mediterranean,3,-3.4195527,36.2144014,0.920970814472259
2015-08-27,2015,2015.MMP00340,71,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Europe,4,16.373819,48.2081743,0.07081038826814656
2021-06-19,2021,2021.MMP00458,71,Drowning,Drowning,Northern Africa,,-16.0541794,23.73506553,0.6653980464946392
2016-01-30,2016,2016.MMP00104,70,Drowning,Drowning,Mediterranean,,11.8610189,37.0930737,0.16638789702474654
2018-06-19,2018,2018.MMP00722,70,Drowning,Drowning,Mediterranean,,13.08834147,32.95695106,0.2965447962129979
2019-01-29,2019,2019.MMP00121,70,Drowning,Drowning,Eastern Africa,2,43.332109916,11.903581356,0.23972595910897398
2019-11-29,2019,2019.MMP01707,70,Drowning,Drowning,Mediterranean,10,14.773974825,34.733997112,0.1383243263425975
2020-04-15,2020,2020.MMP00274,70,Mixed or unknown,Mixed or unknown,Southern Asia,,95.7299821,11.2878883,0.7230601654198383
2017-01-24,2017,2017.MMP00101,68,Drowning,Drowning,Caribbean,,-72.0586737,21.6530791,0.7163583309111281
2017-03-21,2017,2017.MMP00257,68,Drowning,Drowning,Mediterranean,,12.2050495,32.8938676,0.8487243924121799
2017-10-03,2017,2017.MMP00967,68,Drowning,Drowning,Mediterranean,,13.21331096,33.43557776,0.027105005570321472
2021-06-03,2021,2021.MMP0331,67,Drowning,Drowning,Northern Africa,,12.54897854,33.01479981,0.9762660782274253
2022-05-23,2022,2022.MMP0587,67,Drowning,Drowning,South-eastern Asia,2,94.070537344256,17.962247185449,0.14573342031243852
2019-11-20,2019,2019.MMP01654,65,Drowning,Drowning,Mediterranean,15,13.234062537,33.180613511,0.5378481009433422
2020-02-11,2020,2020.MMP00151,65,Drowning,Drowning,South-eastern Asia,,92.3416861887,20.62715573,0.3374588803500054
2021-03-18,2021,2021.MMP00221,65,Drowning,Drowning,Mediterranean,,12.20001073,33.06688277,0.5723742504518692
2014-08-31,2014,2014.MMP00194,64,Mixed or unknown,Mixed or unknown,Central America,,-101.074,19.1452,0.8656135128484996
2014-10-02,2014,2014.MMP00218,64,Drowning,Drowning,Eastern Africa,,49.4824,12.7047,0.6061935420134736
2018-01-06,2018,2018.MMP00013,64,Mixed or unknown,Mixed or unknown,Mediterranean,5,13.2682426,34.0783805,0.8961594725663689
2020-03-24,2020,2020.MMP00241,64,Accidental death,Accidental death,Eastern Africa,,33.6063855,-16.1328104,0.17822349331130605
2017-09-28,2017,2017.MMP00943,63,Drowning,Drowning,South-eastern Asia,15,92.12917961,21.07364858,0.37491551281471414
2020-07-18,2020,2020.MMP00466,63,Drowning,Drowning,Northern Africa,1,-12.9571841479,27.98848252,0.8190745535455084
2014-05-31,2014,2014.MMP00096,62,Drowning,Drowning,Eastern Africa,,48,12.5331,0.7533749367421909
2018-06-06,2018,2018.MMP00647,62,Drowning,Drowning,Western Asia,,48.55070634,13.29406315,0.5196787590379233
2019-12-04,2019,2019.MMP01718,62,Drowning,Drowning,Western Africa,,-17.0083748,20.9948426,0.9447684549655047
2020-06-28,2020,2020.MMP00410,62,Drowning,Drowning,Western Asia,1,42.9422829997,38.51877482,0.5919649161466405
2015-09-03,2015,2015.MMP00367,61,Drowning,Drowning,South-eastern Asia,1,103.447934,4.155698697,0.15707684934908928
2016-12-23,2016,2016.MMP007810,61,Drowning,Drowning,Mediterranean,,12.6998943,32.7610231,0.1928930457287621
2018-09-03,2018,2018.MMP01106,61,Drowning,Drowning,Mediterranean,,-4.375363247,35.75212334,0.29266017604108496
2020-06-09,2020,2020.MMP00362,61,Drowning,Drowning,Mediterranean,4,11.1407184,34.7205723,0.6474731876766415
2021-12-18,2021,2021.MMP0279,61,Drowning,Drowning,Mediterranean,,12.4675193,32.87826278,0.5301154723701831
2015-06-01,2015,2015.MMP00169,60,Mixed or unknown,Mixed or unknown,South-eastern Asia,,94.999996,10.010819,0.06548188384421971
2015-08-11,2015,2015.MMP00292,60,Drowning,Drowning,Mediterranean,,15.444212,37.8998228,0.11821625493004406
2016-11-02,2016,2016.MMP007617,60,Drowning,Drowning,South-eastern Asia,1,123.0062604,-1.4674013,0.5671391566859234
2017-06-10,2017,2017.MMP00472,60,Drowning,Drowning,Mediterranean,2,12.90189454,33.74674152,0.2764912232607024
2017-06-30,2017,2017.MMP00578,60,Drowning,Drowning,Mediterranean,,12.0404865,36.0020933,0.8043897101509359
2019-07-02,2019,2019.MMP00892,60,Drowning,Drowning,Mediterranean,,12.716964857,33.044740043,0.13197701718866828
2022-03-04,2022,2022.MMP00160,60,Drowning,Drowning,Mediterranean,,11.260797,35.62426273,0.7379377510831129
2020-09-24,2020,2020.MMP01065,59,Drowning,Drowning,Northern Africa,,-14.3408864121,26.67221264,0.0671801022814813
2016-12-22,2016,2016.MMP007808,58,Mixed or unknown,Mixed or unknown,Mediterranean,,11.9928794,36.756978,0.33335469529734363
2015-01-29,2015,2015.MMP00031,57,Drowning,Drowning,South-eastern Asia,,93.010777,17.61569445,0.11197365832544937
2016-02-07,2016,2016.MMP00134,57,"Drowning,Harsh environmental conditions / lack of adequate shelter, food, water","Drowning,Harsh environmental conditions / lack of adequate shelter, food, water",Northern Africa,,-15.5943805,26.9455294,0.902943074060435
2016-05-13,2016,2016.MMP00437,57,Drowning,Drowning,Northern Africa,,-16.4101361,26.3910415,0.33449918675680257
2017-05-27,2017,2017.MMP00417,57,Drowning,Drowning,Mediterranean,7,14.8203836,34.4968003,0.5440176025374572
2019-05-10,2019,2019.MMP00609,57,Drowning,Drowning,Mediterranean,,11.321992814,34.643922078,0.04842472092644945
2019-10-19,2019,2019.MMP01499,57,Drowning,Drowning,Mediterranean,,13.158074047,33.208868544,0.42313873381933775
2021-05-17,2021,2021.MMP00336,57,Drowning,Drowning,Mediterranean,,11.75184166,34.15134555,0.232367517355486
2021-07-26,2021,2021.MMP00570,57,Drowning,Drowning,Mediterranean,2,14.27642337,32.66494504,0.09820134583349183
2021-09-30,2021,2021.MMP00810,57,"Harsh environmental conditions / lack of adequate shelter, food, water","Harsh environmental conditions / lack of adequate shelter, food, water",Northern Africa,12,-15.85483798,23.94619731,0.17490271660870427
2015-10-28,2015,2015.MMP00565,56,Drowning,Drowning,Mediterranean,20,26.216722,39.3856462,0.11147164154243683
2019-12-16,2019,2019.MMP01786,56,Drowning,Drowning,Mediterranean,,-3.27314123,35.763981352,0.7667512015952951
2021-04-26,2021,2021.MMP00279,56,"Harsh environmental conditions / lack of adequate shelter, food, water","Harsh environmental conditions / lack of adequate shelter, food, water",Northern Africa,2,-18.151759,23.447654,0.7743701170994393
2021-12-09,2021,2021.MMP0260,56,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Central America,,-93.03719285,16.74175537,0.5986060251184742
2022-11-01,2022,2022.MMP1247,56,Drowning,Drowning,Mediterranean,5,24.62068,37.97500011,0.4444801450906273
2014-07-19,2014,2014.MMP00152,55,Drowning,Drowning,Mediterranean,,31,31.5818,0.3659930411235446
2021-12-31,2021,2021.MMP0881,55,Drowning,Drowning,Eastern Africa,,44.862988,-12.565108,0.14842368702639397
2018-10-27,2018,2018.MMP01401,54,Drowning,Drowning,Mediterranean,,-3.071865,35.783607,0.1433506295208804
2019-01-17,2019,2019.MMP00056,53,Drowning,Drowning,Mediterranean,,-3.185250605,35.68370904,0.2931624134584052
2019-09-28,2019,2019.MMP01376,53,Drowning,Drowning,Mediterranean,,-7.494747852,33.650995542,0.2996556851362111
2020-10-01,2020,2020.MMP01066,53,Drowning,Drowning,Northern Africa,,-15.955222,23.726198,0.554878457374044
2022-06-27,2022,2022.MMP0770,53,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,North America,3,-98.596078,29.33151323,0.7463004601089149
2015-08-26,2015,2015.MMP00337,52,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Mediterranean,,14.7437,34.2345,0.11269289957474582
2017-06-25,2017,2017.MMP00544,52,"Harsh environmental conditions / lack of adequate shelter, food, water","Harsh environmental conditions / lack of adequate shelter, food, water",Western Africa,,13.06221859,20.76778273,0.16853406362936885
2018-01-18,2018,2018.MMP00048,52,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Central Asia,,57.8601087,49.0648541,0.057450496307461796
2018-08-29,2018,2018.MMP01095,52,Drowning,Drowning,Mediterranean,,-2.208013621,35.1734432,0.4222023606603822
2021-08-19,2021,2021.MMP00672,52,"Harsh environmental conditions / lack of adequate shelter, food, water","Harsh environmental conditions / lack of adequate shelter, food, water",Northern Africa,1,-15.591832,25.553523,0.3264312490767529
2021-06-02,2021,2021.MMP00750,52,Drowning,Drowning,Northern Africa,3,-13.20495642,27.93347104,0.5943715526389766
2016-03-19,2016,2016.MMP00285,51,Drowning,Drowning,Mediterranean,,13.1507228,32.8843519,0.3956118298087521
2015-03-03,2015,2015.MMP00054,50,Drowning,Drowning,Mediterranean,,13.3594,36.0313,0.6244591275266418
2018-06-20,2018,2018.MMP00727,50,Drowning,Drowning,Mediterranean,,13.71392042,32.90694021,0.7944608957760488
2019-04-01,2019,2019.MMP00399,50,Drowning,Drowning,Mediterranean,,12.308126103,33.307272562,0.3135939540374659
2020-10-29,2020,2020.MMP00869,50,"Harsh environmental conditions / lack of adequate shelter, food, water","Harsh environmental conditions / lack of adequate shelter, food, water",Western Africa,,-16.9538297391,20.90531873,0.07736087149648396
2020-11-19,2020,2020.MMP00947,50,Drowning,Drowning,Mediterranean,,13.984458748,32.99340536,0.35997415026884494
2021-03-12,2021,2021.MMP0937,50,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Northern Africa,,2.787713,29.438987,0.7468761542732565
2022-02-27,2022,2022.MMP00116,50,Drowning,Drowning,Mediterranean,1,12.696152,33.47359129,0.5825446587415775
2015-08-15,2015,2015.MMP00298,49,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Mediterranean,,27.343616,36.941323,0.35653629321935876
2017-07-04,2017,2017.MMP00602,49,Drowning,Drowning,Mediterranean,,-3.038769,35.9394333,0.09977058938508376
2017-10-08,2017,2017.MMP00982,49,Drowning,Drowning,Mediterranean,,11.74771303,34.75781306,0.32775732339419106
2020-07-22,2020,2020.MMP01063,49,Drowning,Drowning,Western Africa,,-18.0521251927,23.61826947,0.8467506797650173
2017-12-31,2017,2017.MMP01338,48,Mixed or unknown,Mixed or unknown,North America,,-99.0128926,27.8174487,0.08278613534964019
2015-05-24,2015,2015.MMP00148,47,Drowning,Drowning,South-eastern Asia,,93.987843,19.810093,0.6498071702395731
2016-05-28,2016,2016.MMP00490,47,Drowning,Drowning,Mediterranean,,12.376176,32.7703544,0.5193309417231753
2016-12-22,2016,2016.MMP007809,47,Mixed or unknown,Mixed or unknown,Mediterranean,,11.9928794,36.756978,0.25665587023728165
2018-02-03,2018,2018.MMP00127,47,Drowning,Drowning,Mediterranean,5,-2.795275,35.5831866,0.7914854122774917
2018-04-25,2018,2018.MMP00466,47,Drowning,Drowning,Middle Africa,,18.3999922,2.725285183,0.12874451404817178
2021-08-15,2021,2021.MMP00654,47,"Harsh environmental conditions / lack of adequate shelter, food, water","Harsh environmental conditions / lack of adequate shelter, food, water",Northern Africa,3,-17.617094,20.093743,0.7435678730729687
2014-05-09,2014,2014.MMP00084,46,Mixed or unknown,Mixed or unknown,Northern Africa,,2,23.5301672,0.6792819043093801
2015-05-04,2015,2015.MMP00129,46,Mixed or unknown,Mixed or unknown,Mediterranean,,14.349837,36.3916205,0.7190580974746996
2021-06-26,2021,2021.MMP0332,46,Drowning,Drowning,Northern Africa,5,12.54897854,33.01479981,0.16722800285787032
2014-06-29,2014,2014.MMP00130,45,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Mediterranean,,14.688719,36.222841,0.5269100421494299
2015-01-16,2015,2015.MMP00019,45,Drowning,Drowning,Mediterranean,,27.271264,36.8103313,0.34489223902889155
2016-05-19,2016,2016.MMP00457,45,Drowning,Drowning,Mediterranean,,-4.0708137,35.4441324,0.5349645046586793
2019-03-14,2019,2019.MMP00307,45,Drowning,Drowning,Mediterranean,,-2.688431354,35.298258843,0.895238088781358
2019-12-30,2019,2019.MMP01851,45,Drowning,Drowning,Mediterranean,,12.590751031,33.236144031,0.24812033829326596
2020-08-17,2020,2020.MMP00569,45,Drowning,Drowning,Mediterranean,5,12.3558615243,33.69347506,0.5628565380358579
2022-10-30,2022,2022.MMP1249,45,Drowning,Drowning,Mediterranean,,13.743018,32.80980168,0.3768336145219542
2014-03-11,2014,2014.MMP00037,44,Drowning,Drowning,Eastern Africa,3,48,12.5331,0.9860735314220535
2014-08-27,2014,2014.MMP00187,44,Mixed or unknown,Mixed or unknown,North America,,-98.233616,27.033656,0.8375065457591497
2015-09-03,2015,2015.MMP00368,44,Drowning,Drowning,Mediterranean,,15.445569,33.0186595,0.8178243243876766
2016-01-21,2016,2016.MMP00070,44,Drowning,Drowning,Mediterranean,11,26.9752129,36.9505901,0.16360338049298662
2016-10-23,2016,2016.MMP007582,44,Mixed or unknown,Mixed or unknown,Central America,10,-105.5015737,23.4586802,0.7887039520422041
2017-05-31,2017,2017.MMP00439,44,"Harsh environmental conditions / lack of adequate shelter, food, water","Harsh environmental conditions / lack of adequate shelter, food, water",Western Africa,6,12.4693292,19.2078834,0.23374381963839563
2018-07-18,2018,2018.MMP00871,44,Drowning,Drowning,Mediterranean,,34.03825147,35.74454645,0.47221955689570905
2021-04-12,2021,2021.MMP00256,44,Drowning,Drowning,Eastern Africa,16,43.363376,12.285716,0.8743823811206908
2022-03-12,2022,2022.MMP00159,44,Drowning,Drowning,Northern Africa,2,-12.91945,27.9492162,0.12077747880216383
2022-05-08,2022,2022.MMP0454,44,Drowning,Drowning,Northern Africa,,-14.50032,26.12291766,0.4532575579547258
2014-09-21,2014,2014.MMP00209,43,Drowning,Drowning,Mediterranean,,16.9684,33.6053,0.18075316098513228
2015-10-25,2015,2015.MMP00552,43,Drowning,Drowning,Mediterranean,,14.5102,32.5051,0.9428404324092434
2018-06-17,2018,2018.MMP00710,43,Drowning,Drowning,Mediterranean,,-2.230208148,36.47522782,0.6801418565729271
2021-01-19,2021,2021.MMP00052,43,Drowning,Drowning,Mediterranean,,12.74816917,32.97355156,0.6139563041561611
2021-10-01,2021,2021.MMP00869,43,Mixed or unknown,Mixed or unknown,North America,,-98.126699,27.247328,0.4392117946367535
2022-01-16,2022,2022.MMP00017,43,Drowning,Drowning,Northern Africa,3,-12.4316667,28.17529426,0.7544843583747554
2014-08-29,2014,2014.MMP00189,42,Drowning,Drowning,Mediterranean,5,12,33.5111,0.9284440157140199
2015-03-09,2015,2015.MMP00063,42,Drowning,Drowning,Western Asia,,48.38535,13.6467,0.7864303495084426
2017-03-17,2017,2017.MMP00243,42,Violence,Violence,Northern Africa,,37.9691927,18.8122772,0.02441634425646999
2021-08-05,2021,2021.MMP00653,42,Drowning,Drowning,Northern Africa,8,-15.93733694,23.74187646,0.11892158036334632
2014-07-17,2014,2014.MMP00149,41,Drowning,Drowning,Mediterranean,,13,33.2423,0.20722674170473754
2014-10-31,2014,2014.MMP00238,41,Mixed or unknown,Mixed or unknown,Central America,,-102.553,23.6345,0.7559913607869755
2015-04-16,2015,2015.MMP00104,41,Drowning,Drowning,Mediterranean,,14.4141,34.8859,0.9444460343746726
2016-01-28,2016,2016.MMP00095,41,Drowning,Drowning,Mediterranean,10,26.6778283,37.7245805,0.23427683594661097
2017-10-16,2017,2017.MMP01009,41,Drowning,Drowning,South-eastern Asia,6,92.35084401,20.76236752,0.6238227866324877
2019-03-23,2019,2019.MMP00360,41,Drowning,Drowning,Mediterranean,,12.432737423,32.837325915,0.6737089166016639
2020-04-03,2020,2020.MMP00254,41,Drowning,Drowning,Northern Africa,,-11.5011116676,28.58888044,0.18788707954751316
2021-02-20,2021,2021.MMP00135,41,Drowning,Drowning,Mediterranean,3,13.55340424,33.89263386,0.06317558978115079
2021-04-15,2021,2021.MMP00257,41,Drowning,Drowning,Mediterranean,1,10.85960062,34.76811471,0.7466093493646015
2021-10-02,2021,2021.MMP00811,41,Drowning,Drowning,Mediterranean,1,12.6303472,32.8108283,0.7325109964764962
2014-04-30,2014,2014.MMP00072,40,Drowning,Drowning,Mediterranean,,14,34.3706,0.5647810326594547
2015-04-09,2015,2015.MMP00093,40,Drowning,Drowning,Caribbean,,-72.286631,19.8017484,0.9801845177708248
2015-07-23,2015,2015.MMP00246,40,Drowning,Drowning,Mediterranean,,14.7437,34.2345,0.14075971527724285
2019-08-27,2019,2019.MMP01207,40,Drowning,Drowning,Mediterranean,2,14.631463371,33.18602507,0.12804493775757564
2019-12-28,2019,2019.MMP01844,40,Drowning,Drowning,Northern Africa,,-16.333864782,25.890635194,0.5272024778356978
2020-12-24,2020,2020.MMP01033,40,Drowning,Drowning,Mediterranean,,11.2123639945,34.90414766,0.17959022771978428
2021-06-27,2021,2021.MMP00437,40,Drowning,Drowning,Northern Africa,2,-14.59550817,26.1246968,0.831336640011408
2022-10-28,2022,2022.MMP1239,40,Drowning,Drowning,Northern Africa,,-15.949319,23.48776769,0.8464789599088374
