date,serial,total_death_missing,cause_of_death,collapsed_region,number_children,lon,lat,random
2018-01-18,2018.MMP00050,2,"Harsh environmental conditions / lack of adequate shelter, food, water",Northern Africa,,24.482149,13.879626,0.2951627199201239
2018-01-20,2018.MMP00058,2,Drowning,Mediterranean,,35.9405764,-3.1212015,0.17523648883393106
2018-01-20,2018.MMP00061,2,Mixed or unknown,Northern Africa,,19.827565,33.345944,0.8720157776195743
2018-01-22,2018.MMP00070,2,Mixed or unknown,Northern Africa,,19.466592,26.440061,0.47359831931404717
2018-01-25,2018.MMP00087,2,Mixed or unknown,Northern Africa,1,20.610678,27.916851,0.6606832517922192
2018-01-26,2018.MMP00088,2,Drowning,Mediterranean,,36.2807903,0.0947116,0.5145960557880618
2018-01-28,2018.MMP00098,2,Mixed or unknown,Northern Africa,,24.174946,22.684659,0.06414924680842349
2018-01-28,2018.MMP00099,2,Mixed or unknown,Northern Africa,1,18.07428,34.434549,0.8362508817609822
2018-01-30,2018.MMP00105,2,Mixed or unknown,Northern Africa,,27.989551,24.863537,0.7642195827840219
2018-01-31,2018.MMP00114,2,Vehicle accident / death linked to hazardous transport,Northern Africa,,21.14317,23.823002,0.8907983763820786
2018-02-01,2018.MMP00122,2,Mixed or unknown,Northern Africa,1,27.2813559,19.4608554,0.90693123351404
2018-02-02,2018.MMP00126,2,Vehicle accident / death linked to hazardous transport,South-eastern Asia,,13.6432064,102.4839212,0.7548026456680921
2018-02-03,2018.MMP00130,2,Mixed or unknown,Northern Africa,1,32.77912,12.490007,0.5617424020426847
2018-02-06,2018.MMP00137,2,Mixed or unknown,Northern Africa,1,18.07428,34.434548,0.3602822055842907
2018-02-07,2018.MMP00139,2,Violence,Middle Africa,,1.834926596,30.85854274,0.46667020663258385
2018-02-07,2018.MMP00140,2,Mixed or unknown,Northern Africa,,32.788441,12.48975,0.39847282691632313
2018-02-07,2018.MMP00142,2,Vehicle accident / death linked to hazardous transport,Western Africa,,20.180842,13.005307,0.4912673499805189
2018-02-13,2018.MMP00169,2,Mixed or unknown,Northern Africa,1,20.610678,27.916851,0.834251348360634
2018-02-14,2018.MMP00174,2,Drowning,Mediterranean,,35.49472854,-1.244925427,0.8339140766737845
2018-02-14,2018.MMP00177,2,Violence,Northern Africa,,31.832941,13.911184,0.1836998805627834
2018-02-15,2018.MMP00182,2,Drowning,Mediterranean,,35.7174625,-0.893899332,0.3448674068322777
2018-02-15,2018.MMP00183,2,Mixed or unknown,Northern Africa,,19.635357,27.103536,0.8330570667594743
2018-02-18,2018.MMP00195,2,Drowning,Mediterranean,,35.59581336,-1.186008961,0.6167809464612881
2018-02-19,2018.MMP00201,2,Mixed or unknown,Northern Africa,1,19.635357,27.103537,0.6010184001925154
2018-02-20,2018.MMP00203,2,Vehicle accident / death linked to hazardous transport,Northern Africa,,19.635357,27.103538,0.9015024704379289
2018-02-20,2018.MMP00204,2,Mixed or unknown,Western Africa,1,12.486464,1.513367,0.7426088983817218
2018-02-21,2018.MMP00207,2,Drowning,Mediterranean,,35.40687907,-1.395759438,0.47780976665511954
2018-02-22,2018.MMP00214,2,Vehicle accident / death linked to hazardous transport,Western Africa,,13.57453,-2.41366,0.38275828412193436
2018-02-23,2018.MMP00218,2,Mixed or unknown,Northern Africa,1,21.856401,23.853251,0.4530466947260443
2018-02-26,2018.MMP00225,2,Vehicle accident / death linked to hazardous transport,South America,2,-2.1480534,-79.8841984,0.970452417719027
2018-02-26,2018.MMP00226,2,Sickness / lack of access to adequate healthcare,Northern Africa,2,24.102273,32.985841,0.909254534015721
2018-02-28,2018.MMP00237,2,Mixed or unknown,Northern Africa,,26.910418,14.509939,0.25807006644944996
2018-03-01,2018.MMP00241,2,Mixed or unknown,Northern Africa,,19.635357,27.103538,0.5957577312302744
2018-03-01,2018.MMP00243,2,Sickness / lack of access to adequate healthcare,Northern Africa,1,22.019453,23.150443,0.18001347639261955
2018-03-04,2018.MMP00248,2,Mixed or unknown,Northern Africa,,21.878414,31.612042,0.8631124574780653
2018-03-04,2018.MMP00249,2,Violence,Western Africa,1,12.669425,-7.909603,0.9239737196285513
2018-03-05,2018.MMP00251,2,Vehicle accident / death linked to hazardous transport,Western Africa,,20.231415,12.843874,0.4069382652981155
2018-03-09,2018.MMP00262,2,Vehicle accident / death linked to hazardous transport,Western Africa,,14.44682,-11.43794,0.09383634225243132
2018-03-12,2018.MMP00273,2,Mixed or unknown,Northern Africa,,24.764291,13.182405,0.06573757492681787
2018-03-12,2018.MMP00274,2,"Harsh environmental conditions / lack of adequate shelter, food, water",Northern Africa,,24.764291,13.182405,0.49259632136755327
2018-03-13,2018.MMP00279,2,Violence,Southern Asia,,28.53876501,62.02822147,0.010127101839012331
2018-03-17,2018.MMP00292,2,Vehicle accident / death linked to hazardous transport,Europe,,41.15214243,24.88752017,0.9206253241056424
2018-03-18,2018.MMP00300,2,Vehicle accident / death linked to hazardous transport,Western Africa,2,13.57453,-2.41366,0.8429950162407553
2018-03-19,2018.MMP00305,2,Mixed or unknown,Southern Asia,1,27.684568,62.705671,0.9363941925054413
2018-03-19,2018.MMP00307,2,Mixed or unknown,Southern Asia,1,27.684568,62.705671,0.6118670539625986
2018-03-20,2018.MMP00312,2,Violence,Western Africa,1,14.35127,-3.60804,0.17255004911908745
2018-03-21,2018.MMP00315,2,Vehicle accident / death linked to hazardous transport,Northern Africa,1,21.943709,27.672666,0.04093103962332534
2018-03-22,2018.MMP00319,2,Sickness / lack of access to adequate healthcare,Western Africa,,20.833144,11.23635,0.8937466744616753
2018-03-23,2018.MMP00327,2,Sickness / lack of access to adequate healthcare,Western Africa,1,12.669425,-7.909603,0.08628997075413647
2018-03-24,2018.MMP00329,2,Violence,Europe,,40.85773525,25.88608045,0.9866610210680866
2018-03-24,2018.MMP00332,2,Mixed or unknown,Northern Africa,1,24.322071,13.740103,0.7868633692046358
2018-03-26,2018.MMP00337,2,"Harsh environmental conditions / lack of adequate shelter, food, water",Eastern Africa,1,-8.798085,40.785291,0.9292976948136908
2018-03-28,2018.MMP00348,2,Mixed or unknown,Northern Africa,,26.920845,14.357962,0.38183595561601313
2018-03-28,2018.MMP00349,2,Vehicle accident / death linked to hazardous transport,Western Africa,1,11.18032,-4.29466,0.3759349160180421
2018-03-29,2018.MMP00354,2,Vehicle accident / death linked to hazardous transport,Northern Africa,2,20.610678,27.916851,0.5349528064536957
2018-03-30,2018.MMP00357,2,Mixed or unknown,Western Africa,,18.885804,13.024653,0.1574374834091974
2018-03-31,2018.MMP00362,2,Vehicle accident / death linked to hazardous transport,Northern Africa,,21.14317,23.823002,0.04738875436067569
2018-04-01,2018.MMP00368,2,"Harsh environmental conditions / lack of adequate shelter, food, water",Northern Africa,,23.231251,17.562751,0.5423865481096586
2018-04-01,2018.MMP00369,2,Sickness / lack of access to adequate healthcare,Northern Africa,,23.231251,17.562751,0.5849485727243147
2018-04-08,2018.MMP00389,2,Mixed or unknown,Western Africa,,25.6318536,-6.339161531,0.666123562683729
2018-04-09,2018.MMP00395,2,"Harsh environmental conditions / lack of adequate shelter, food, water",Western Africa,,20.55144,13.55354,0.09781745388231644
2018-04-09,2018.MMP00396,2,Mixed or unknown,Western Africa,,22.710323,12.347526,0.6317192447971058
2018-04-12,2018.MMP00405,2,Drowning,Central America,,27.59667636,-99.53703104,0.39117105521875906
2018-04-12,2018.MMP00407,2,Violence,Southern Asia,,25.26091744,61.63998808,0.3091246629446809
2018-04-14,2018.MMP00413,2,Violence,Western Asia,,36.85758542,40.0755968,0.16671170867549479
2018-04-14,2018.MMP00415,2,Mixed or unknown,Northern Africa,,21.161361,25.525491,0.4780781232822835
2018-04-14,2018.MMP00418,2,Mixed or unknown,Northern Africa,1,22.396611,26.693147,0.7529801450043883
2018-04-15,2018.MMP00420,2,Vehicle accident / death linked to hazardous transport,Northern Africa,,25.517657,14.412339,0.17767521725419178
2018-04-19,2018.MMP00434,2,Vehicle accident / death linked to hazardous transport,Western Asia,,40.03268891,42.07823979,0.34182890820565626
2018-04-19,2018.MMP00436,2,Mixed or unknown,Western Africa,,21.43006,11.117934,0.48694540675331544
2018-04-19,2018.MMP00437,2,Vehicle accident / death linked to hazardous transport,Western Africa,,14.709765,8.814117,0.8033567333231177
2018-04-20,2018.MMP00440,2,Violence,Western Asia,,36.69432148,39.08307758,0.09013372152792298
2018-04-20,2018.MMP00441,2,Mixed or unknown,Northern Africa,,22.426263,23.06279,0.3543836963881808
2018-04-21,2018.MMP00443,2,Violence,Western Asia,,35.86526742,36.18388163,0.007623596970744773
2018-04-22,2018.MMP00450,2,Violence,Eastern Africa,,-9.964505,33.883879,0.672257934077072
2018-04-22,2018.MMP00451,2,Mixed or unknown,Northern Africa,1,19.635357,27.103538,0.058657124279628325
2018-04-25,2018.MMP00467,2,Mixed or unknown,Northern Africa,1,20.610678,27.916851,0.2915324817852667
2018-04-26,2018.MMP00470,2,Vehicle accident / death linked to hazardous transport,Northern Africa,,21.943709,27.672666,0.8938739848732451
2018-04-26,2018.MMP00471,2,Vehicle accident / death linked to hazardous transport,Northern Africa,,21.943709,27.672666,0.2800357180747197
2018-04-28,2018.MMP00473,2,"Harsh environmental conditions / lack of adequate shelter, food, water",Western Africa,,14.706776,8.813774,0.6433846704854669
2018-04-30,2018.MMP00485,2,Drowning,Mediterranean,,32.79503327,13.71495039,0.4269755027666162
2018-05-01,2018.MMP00490,2,Vehicle accident / death linked to hazardous transport,Western Africa,,16.991047,8.004144,0.9972951792607261
2018-05-01,2018.MMP00493,2,Violence,Northern Africa,,31.986596,20.297225,0.0950564402161993
2018-05-05,2018.MMP00502,2,Vehicle accident / death linked to hazardous transport,Western Africa,,10.48649,-5.65283,0.2510695927826174
2018-05-06,2018.MMP00505,2,Violence,Northern Africa,,24.9266,14.58096,0.6695110897421386
2018-05-08,2018.MMP00512,2,Violence,Western Asia,,35.99632932,36.36677617,0.4393785133331376
2018-05-08,2018.MMP00514,2,Sickness / lack of access to adequate healthcare,Northern Africa,,21.442843,23.625897,0.7196854613983446
2018-05-08,2018.MMP00516,2,Mixed or unknown,Northern Africa,,24.322071,12.962891,0.9617645272036901
2018-05-09,2018.MMP00519,2,Mixed or unknown,Northern Africa,,21.943709,27.672666,0.7949499652708536
2018-05-10,2018.MMP00523,2,Violence,Northern Africa,,27.073495,14.419244,0.9302883159354731
2018-05-10,2018.MMP00524,2,"Harsh environmental conditions / lack of adequate shelter, food, water",Eastern Africa,,11.275784,49.121736,0.4860253903075866
2018-05-13,2018.MMP00537,2,"Harsh environmental conditions / lack of adequate shelter, food, water",Western Africa,,14.709765,8.814117,0.31174229609548476
2018-05-15,2018.MMP00543,2,Violence,Eastern Africa,,9.573928,41.845284,0.4669352734460712
2018-05-16,2018.MMP00548,2,Mixed or unknown,Northern Africa,,25.31603,13.954381,0.36435676294800734
2018-05-17,2018.MMP00555,2,Mixed or unknown,Northern Africa,,31.723048,14.025968,0.42215901625287766
2018-05-17,2018.MMP00557,2,"Harsh environmental conditions / lack of adequate shelter, food, water",Eastern Africa,1,3.536064,39.065407,0.1698293145560521
2018-05-19,2018.MMP00565,2,Vehicle accident / death linked to hazardous transport,Northern Africa,,24.25199,13.216056,0.5684710268533208
2018-05-20,2018.MMP00569,2,Violence,Western Africa,,18.454354,1.409992,0.4162468473855869
2018-05-24,2018.MMP00585,2,Drowning,North America,,27.47701975,-99.48124509,0.5983207215587705
2018-05-24,2018.MMP00586,2,Mixed or unknown,Northern Africa,,32.784352,12.482521,0.38441194867435513
2018-05-26,2018.MMP00598,2,"Harsh environmental conditions / lack of adequate shelter, food, water",Western Africa,,19.87146386,8.294152188,0.7991946865253337
2018-05-28,2018.MMP00603,2,Drowning,Western Asia,1,41.32621168,26.56714207,0.588852369111128
2018-05-28,2018.MMP00605,2,Violence,Northern Africa,,19.635357,27.103538,0.9606584031000076
2018-05-28,2018.MMP00606,2,Mixed or unknown,Northern Africa,1,18.07428,34.434549,0.4591077718936829
2018-05-29,2018.MMP00608,2,Drowning,Mediterranean,,35.97432145,-5.63191552,0.38605349857153937
2018-05-29,2018.MMP00612,2,Mixed or unknown,Northern Africa,,21.14317,23.823002,0.9734969840414069
2018-05-30,2018.MMP00614,2,Sickness / lack of access to adequate healthcare,Northern Africa,2,20.610678,27.916851,0.6313512182016601
2018-06-01,2018.MMP00620,2,Drowning,Europe,,45.63466475,15.34631892,0.6797372185198551
2018-06-02,2018.MMP00625,2,Drowning,Mediterranean,,35.79539621,-5.834297623,0.02055946381815743
2018-06-02,2018.MMP00629,2,Mixed or unknown,Northern Africa,1,21.943709,27.672666,0.06405464989478493
2018-06-03,2018.MMP00635,2,Mixed or unknown,Northern Africa,,24.512845,12.670704,0.18099534219271218
2018-06-03,2018.MMP00636,2,Sickness / lack of access to adequate healthcare,Western Africa,,16.929042,7.953071,0.04584310438795103
2018-06-03,2018.MMP00637,2,Sickness / lack of access to adequate healthcare,Western Africa,,16.929042,7.953071,0.43896083054690394
2018-06-04,2018.MMP00643,2,Violence,Northern Africa,,27.12973,14.46866,0.952285506801017
2018-06-09,2018.MMP00664,2,Mixed or unknown,Northern Africa,,25.418981,13.746677,0.36430474837219196
2018-06-10,2018.MMP00671,2,Vehicle accident / death linked to hazardous transport,Western Africa,,16.99669,8.008341,0.28098319882638245
2018-06-11,2018.MMP00676,2,Drowning,Mediterranean,,34.53671416,13.10870179,0.23769618718001317
2018-06-11,2018.MMP00679,2,Violence,Northern Africa,,27.102838,14.419244,0.9919453551386077
2018-06-11,2018.MMP00680,2,Mixed or unknown,Northern Africa,,21.943709,27.672666,0.6266708561816041
2018-06-12,2018.MMP00689,2,Violence,Northern Africa,,21.327757,26.213014,0.26191842261420395
2018-06-13,2018.MMP00696,2,Violence,Northern Africa,,27.117507,14.367082,0.5479358797938139
2018-06-16,2018.MMP00708,2,Mixed or unknown,Northern Africa,2,21.943709,27.672666,0.4438573494136673
2018-06-21,2018.MMP00738,2,Mixed or unknown,Northern Africa,,27.093058,14.375318,0.5018955603859665
2018-06-21,2018.MMP00739,2,Mixed or unknown,Northern Africa,,27.093058,14.375318,0.8519168708066782
2018-06-22,2018.MMP00744,2,Mixed or unknown,Northern Africa,1,23.095196,22.792007,0.052544916218906224
2018-06-22,2018.MMP00745,2,Mixed or unknown,Northern Africa,1,23.095196,22.792007,0.33807649070920776
2018-06-22,2018.MMP00746,2,Mixed or unknown,Northern Africa,1,23.095196,22.792007,0.7542690760025292
2018-06-23,2018.MMP00755,2,Mixed or unknown,Eastern Africa,1,3.553899,38.65486,0.3125736561346477
2018-06-23,2018.MMP00757,2,Sickness / lack of access to adequate healthcare,Western Africa,,12.357222,-1.535278,0.7185078583095348
2018-06-24,2018.MMP00761,2,Sickness / lack of access to adequate healthcare,Western Africa,,12.357222,-1.535278,0.3157743299405502
2018-06-24,2018.MMP00762,2,Vehicle accident / death linked to hazardous transport,Middle Africa,,23.987799,18.005633,0.4474276245576203
2018-06-24,2018.MMP00764,2,Mixed or unknown,Northern Africa,1,19.635357,27.103538,0.015271330561752006
2018-06-25,2018.MMP00768,2,Vehicle accident / death linked to hazardous transport,Europe,,41.65955637,22.20490317,0.49426032436493705
2018-06-25,2018.MMP00769,2,"Harsh environmental conditions / lack of adequate shelter, food, water",Western Africa,,22.692586,12.480116,0.38495574784724895
2018-06-30,2018.MMP00792,2,Mixed or unknown,Northern Africa,,31.723048,14.025968,0.4156462443665261
2018-07-04,2018.MMP00812,2,Mixed or unknown,Western Africa,1,6.816667,-5.283333,0.20741335431743657
2018-07-06,2018.MMP00825,2,Mixed or unknown,Western Africa,1,8.983333,1.133333,0.7335397976717517
2018-07-07,2018.MMP00832,2,Sickness / lack of access to adequate healthcare,Western Africa,,6.455027,3.384082,0.9473936950779562
2018-07-11,2018.MMP00849,2,Mixed or unknown,Northern Africa,1,27.112849,16.010267,0.22449728524002843
2018-07-12,2018.MMP00852,2,Drowning,Mediterranean,,35.98021356,-1.303581809,0.41045448420989206
2018-07-16,2018.MMP00865,2,"Harsh environmental conditions / lack of adequate shelter, food, water",Western Africa,,19.40523715,5.753553026,0.012658092355590345
2018-07-17,2018.MMP00868,2,Drowning,Mediterranean,1,34.80704995,14.35578953,0.915441884260664
2018-07-17,2018.MMP00869,2,Mixed or unknown,Northern Africa,,27.014784,14.312175,0.9717205917708569
2018-07-17,2018.MMP00870,2,Mixed or unknown,Northern Africa,1,21.943709,27.672666,0.786495430305896
2018-07-18,2018.MMP00875,2,Mixed or unknown,Eastern Africa,1,3.536064,39.065407,0.3069951138703406
2018-07-19,2018.MMP00877,2,Drowning,Mediterranean,,32.80716844,13.55349588,0.49425738045626466
2018-07-19,2018.MMP00881,2,Mixed or unknown,Northern Africa,,18.07428,34.434549,0.40816693356959965
2018-07-20,2018.MMP00884,2,Vehicle accident / death linked to hazardous transport,Europe,,40.8710918,26.04773382,0.08658482204715323
2018-07-21,2018.MMP00890,2,Violence,Northern Africa,1,21.943709,27.672666,0.5485620532766613
2018-07-21,2018.MMP00891,2,Mixed or unknown,Northern Africa,,19.635357,27.103538,0.7387611099499554
2018-07-21,2018.MMP00892,2,Violence,Northern Africa,,21.943709,27.672666,0.03990402597784981
2018-07-21,2018.MMP00893,2,Violence,Eastern Africa,,5.321172,39.569408,0.035067886030860196
2018-07-23,2018.MMP00904,2,Mixed or unknown,Northern Africa,,21.13534497,25.28639881,0.05702749507679017
2018-07-25,2018.MMP00918,2,Drowning,Mediterranean,,32.8717829,13.41616678,0.9164159043370466
2018-07-28,2018.MMP00926,2,Violence,Western Asia,,36.03741505,36.38152877,0.8152334332718076
2018-07-29,2018.MMP00939,2,Mixed or unknown,Northern Africa,,21.818949,31.378376,0.432645484213833
2018-07-30,2018.MMP00946,2,Mixed or unknown,Northern Africa,1,25.607538,13.911151,0.8353700131870159
2018-07-30,2018.MMP00948,2,"Harsh environmental conditions / lack of adequate shelter, food, water",Northern Africa,,29.1299,20.360782,0.9507828924107147
2018-07-31,2018.MMP00955,2,Vehicle accident / death linked to hazardous transport,Western Africa,,10.4875,-5.653611,0.46725858448423785
2018-08-01,2018.MMP00958,2,Violence,Europe,,44.9744497,19.92084226,0.6447108920565665
2018-08-01,2018.MMP00959,2,Mixed or unknown,Northern Africa,,23.092959,22.659192,0.8602474783004945
2018-08-03,2018.MMP00973,2,Vehicle accident / death linked to hazardous transport,Western Africa,2,14.063889,-3.075278,0.8007507767242803
2018-08-05,2018.MMP00981,2,Mixed or unknown,Northern Africa,,25.038424,14.133983,0.3261423977771152
2018-08-05,2018.MMP00983,2,Vehicle accident / death linked to hazardous transport,Western Africa,2,10.4875,-5.653611,0.4537363231633271
2018-08-06,2018.MMP00988,2,Violence,Northern Africa,1,19.635357,27.103538,0.3693910595345187
2018-08-10,2018.MMP01002,2,Drowning,Mediterranean,,36.6891623,-2.213042011,0.5303733252395932
2018-08-11,2018.MMP01006,2,Vehicle accident / death linked to hazardous transport,Northern Africa,,24.526343,14.38911,0.900905652261798
2018-08-12,2018.MMP01010,2,Vehicle accident / death linked to hazardous transport,Northern Africa,1,34.50113642,-6.48052661,0.12897231218070493
2018-08-13,2018.MMP01015,2,Accidental death,Europe,,45.153628,15.022501,0.9233205870685137
2018-08-13,2018.MMP01017,2,Mixed or unknown,Northern Africa,,18.07428,34.434549,0.9516762840711508
2018-08-17,2018.MMP01039,2,Mixed or unknown,Northern Africa,1,18.07428,34.434549,0.6506780913627452
2018-08-19,2018.MMP01045,2,Drowning,North America,,26.23076399,-98.47187118,0.27441162195730007
2018-08-19,2018.MMP01048,2,Violence,Eastern Africa,,3.536064,39.065407,0.2672464735493585
2018-08-21,2018.MMP01059,2,Mixed or unknown,Western Africa,1,6.666667,-1.616667,0.9195700623192304
2018-08-22,2018.MMP01060,2,Mixed or unknown,Mediterranean,,34.880926,14.21062108,0.7541818781427225
2018-08-22,2018.MMP01061,2,Mixed or unknown,Northern Africa,1,21.424415,23.752598,0.30572073358281715
2018-08-22,2018.MMP01063,2,Mixed or unknown,South-eastern Asia,2,6.398027,100.863822,0.9215304132447781
2018-08-23,2018.MMP01069,2,"Harsh environmental conditions / lack of adequate shelter, food, water",Eastern Africa,,11.275784,49.121736,0.13991445674864766
2018-08-23,2018.MMP01070,2,Mixed or unknown,Northern Africa,1,19.635357,27.103538,0.10213339612295691
2018-08-24,2018.MMP01072,2,Drowning,Mediterranean,,35.94863691,-3.036400746,0.04925746689828525
2018-08-24,2018.MMP01075,2,Mixed or unknown,Northern Africa,,24.312078,13.574271,0.6680188900428536
2018-08-25,2018.MMP01076,2,Vehicle accident / death linked to hazardous transport,Central America,1,25.47693106,-102.172679,0.59211932433452
2018-08-25,2018.MMP01078,2,"Harsh environmental conditions / lack of adequate shelter, food, water",Northern Africa,,25.562181,14.257533,0.3360622941481459
2018-08-26,2018.MMP01080,2,Violence,Western Asia,1,36.1435625,36.3859375,0.7200967659076276
2018-08-28,2018.MMP01089,2,Drowning,North America,,31.66104153,-106.2563086,0.7706180029381389
2018-08-28,2018.MMP01091,2,Violence,Eastern Africa,,9.322813,42.787821,0.0971635635355057
2018-09-08,2018.MMP01115,2,Mixed or unknown,Northern Africa,1,25.273373,13.159457,0.6285606594240514
2018-09-08,2018.MMP01116,2,Mixed or unknown,Northern Africa,,25.273373,13.159457,0.7187409788743171
2018-09-09,2018.MMP01119,2,Violence,Central America,,17.99655492,-95.41485496,0.9183795004330693
2018-09-09,2018.MMP01122,2,Mixed or unknown,Northern Africa,,21.943709,27.672666,0.007091281460015697
2018-09-09,2018.MMP01123,2,Vehicle accident / death linked to hazardous transport,Northern Africa,2,21.14317,23.823002,0.11865569547070876
2018-09-10,2018.MMP01130,2,Vehicle accident / death linked to hazardous transport,Western Africa,2,11.316667,-5.666667,0.11740871372506367
2018-09-11,2018.MMP01132,2,Vehicle accident / death linked to hazardous transport,Northern Africa,,26.861783,14.349298,0.6853609537831662
2018-09-11,2018.MMP01137,2,Violence,Northern Africa,1,19.635357,27.103538,0.04031966103917339
2018-09-13,2018.MMP01147,2,Violence,Western Asia,2,35.96615887,36.29601351,0.9647763296315486
2018-09-14,2018.MMP01157,2,Mixed or unknown,Western Africa,2,16.967643,7.985137,0.3449105572205895
2018-09-15,2018.MMP01162,2,Vehicle accident / death linked to hazardous transport,Western Africa,,11.583333,-11.9,0.37113889410223333
2018-09-16,2018.MMP01174,2,Mixed or unknown,Western Africa,,6.816667,-5.283333,0.5058687329158089
2018-09-16,2018.MMP01177,2,"Harsh environmental conditions / lack of adequate shelter, food, water",Western Africa,,17.288454,8.188231,0.462725955462699
2018-09-19,2018.MMP01193,2,Mixed or unknown,Western Africa,,7.683333,-5.016667,0.5221848864381671
2018-09-19,2018.MMP01194,2,Vehicle accident / death linked to hazardous transport,Western Africa,,13.45,-6.266667,0.4033290968202885
2018-09-21,2018.MMP01208,2,Mixed or unknown,Northern Africa,,21.943709,27.672666,0.8500668369156261
2018-09-21,2018.MMP01210,2,Sickness / lack of access to adequate healthcare,Eastern Africa,,-9.311028,32.777507,0.10108750620580853
2018-09-23,2018.MMP01221,2,Mixed or unknown,Eastern Africa,,-13.86155,33.782244,0.19994301190954444
2018-09-24,2018.MMP01224,2,Mixed or unknown,Northern Africa,,31.723048,14.025968,0.9965009831510916
2018-09-25,2018.MMP01238,2,Sickness / lack of access to adequate healthcare,Northern Africa,,20.610678,27.916851,0.2863344886620649
2018-09-26,2018.MMP01245,2,Mixed or unknown,Northern Africa,,18.07428,34.434549,0.6427763031473095
2018-09-27,2018.MMP01249,2,Violence,Eastern Africa,,14.513764,39.383861,0.5861004458743679
2018-10-01,2018.MMP01265,2,Violence,Eastern Africa,,9.322813,42.787821,0.8607149404162509
2018-10-02,2018.MMP01271,2,Mixed or unknown,Middle Africa,,5.79077,9.3026,0.3247783388474388
2018-10-03,2018.MMP01273,2,Drowning,Western Africa,,11.53815274,-17.14215922,0.3897409164337431
2018-10-03,﻿2018.MMP01276,2,Violence,Eastern Africa,,8.271988,34.587575,0.5587734283761303
2018-10-03,2018.MMP01277,2,Violence,Northern Africa,,21.943709,27.672666,0.8615238775576026
2018-10-03,2018.MMP01279,2,Vehicle accident / death linked to hazardous transport,Western Africa,,10.58,-3.15,0.43212013432689145
2018-10-05,2018.MMP01283,2,Mixed or unknown,Middle Africa,,5.2,11.21,0.5966278270700722
2018-10-05,2018.MMP01284,2,Mixed or unknown,Middle Africa,,5.2,11.21,0.6993271482538128
2018-10-06,2018.MMP01288,2,Sickness / lack of access to adequate healthcare,Western Africa,,10.867778,0.203611,0.3963808365240846
2018-10-06,2018.MMP01289,2,"Harsh environmental conditions / lack of adequate shelter, food, water",Northern Africa,,26.831999,14.377578,0.12648357579754843
2018-10-10,2018.MMP01300,2,Mixed or unknown,Northern Africa,,20.36059,24.676808,0.17204947142961613
2018-10-10,2018.MMP01304,2,Drowning,Mediterranean,,35.81732734,-0.801022391,0.4763819236309357
2018-10-10,2018.MMP01305,2,Sickness / lack of access to adequate healthcare,Western Africa,,13.511667,2.125278,0.2859700220379078
2018-10-11,2018.MMP01314,2,Drowning,Mediterranean,,35.87082649,-5.84768721,0.9674124633727483
2018-10-12,2018.MMP01316,2,Drowning,Mediterranean,,35.8245653,-0.803768973,0.45950911869819633
2018-10-14,2018.MMP01326,2,Mixed or unknown,Northern Africa,,20.028424,25.144604,0.5814985915661823
2018-10-14,2018.MMP01332,2,Mixed or unknown,Western Africa,,7.236226,-5.038495,0.18456162366855544
2018-10-14,2018.MMP01333,2,Mixed or unknown,Western Africa,,7.236226,-5.038495,0.20790589098916357
2018-10-15,2018.MMP01338,2,Vehicle accident / death linked to hazardous transport,Central America,,20.61410485,-100.8229615,0.43032457318654105
2018-10-15,2018.MMP01339,2,Violence,Northern Africa,,18.07428,34.434549,0.7601109869221996
2018-10-15,2018.MMP01340,2,Mixed or unknown,Northern Africa,,19.635357,27.103538,0.40625104529162215
2018-10-15,2018.MMP01341,2,Mixed or unknown,Western Africa,,4.366667,-7.716667,0.22462303335126266
2018-10-15,2018.MMP01344,2,Mixed or unknown,Northern Africa,,24.51655,14.904651,0.9200321576586501
2018-10-18,2018.MMP01356,2,Mixed or unknown,Western Africa,,12.054854,-8.998136,0.844408175658039
2018-10-19,2018.MMP01357,2,Drowning,Caribbean,,12.40008995,-69.84954833,0.6450967948735498
2018-10-21,2018.MMP01367,2,Vehicle accident / death linked to hazardous transport,Northern Africa,,26.127183,14.742012,0.797025939111671
2018-10-21,2018.MMP01368,2,Sickness / lack of access to adequate healthcare,Mediterranean,,35.31707476,-2.95862509,0.386965753774545
2018-10-23,2018.MMP01382,2,Mixed or unknown,Northern Africa,,25.53107306,20.46153,0.14963421132522337
2018-10-25,2018.MMP01387,2,Drowning,Mediterranean,,35.35750205,-3.798174029,0.4786886193609423
2018-10-25,2018.MMP01396,2,Mixed or unknown,Northern Africa,,23.337148,13.904187,0.6012443619294325
2018-10-26,2018.MMP01400,2,Mixed or unknown,Northern Africa,,12.953846,36.152215,0.6957903696060006
2018-10-27,2018.MMP01404,2,Violence,Eastern Africa,,12.953846,36.152215,0.08348166762363474
2018-10-28,2018.MMP01410,2,Violence,Eastern Africa,,9.322813,42.787821,0.5410692333439422
2018-10-29,2018.MMP01414,2,Mixed or unknown,Northern Africa,,12.953846,36.152215,0.976880694061431
2018-11-02,2018.MMP01425,2,Sickness / lack of access to adequate healthcare,Northern Africa,,25.049491,14.736982,0.20192291172440657
2018-11-02,2018.MMP01431,2,Sickness / lack of access to adequate healthcare,Western Africa,,12.05,0.366667,0.3550479320170439
2018-11-02,2018.MMP01432,2,Sickness / lack of access to adequate healthcare,Western Africa,,12.05,0.366667,0.14436147870055027
2018-11-05,2018.MMP01444,2,Vehicle accident / death linked to hazardous transport,Western Africa,,10.4875,-5.653611,0.4344574175881186
