date,serial,total_death_missing,cause_of_death,collapsed_region,number_children,lon,lat,random
2021-03-02,2021.MMP00157,1,Drowning,Mediterranean,,35.2841725,-2.9381673,0.29308525354447745
2021-03-02,2021.MMP00158,1,Drowning,Mediterranean,,35.302185,-2.9400548,0.056068013887859314
2021-03-01,2021.MMP00159,1,Drowning,Mediterranean,,35.2841725,-2.9381673,0.21237342945076398
2021-02-20,2021.MMP00161,1,Drowning,Mediterranean,,32.98310801,13.27991557,0.10273100995206552
2021-03-04,2021.MMP00166,1,Accidental death,Europe,,45.032077,15.3995488,0.9899772358374628
2021-03-05,2021.MMP00167,1,Drowning,Western Asia,1,41.65864073,26.50448518,0.7441154489518875
2021-03-02,2021.MMP00168,1,Vehicle accident / death linked to hazardous transport,Europe,,43.7384169,18.0261821,0.7012084650691022
2021-02-19,2021.MMP00169,1,Violence,South America,,-2.342606049,-73.07057192,0.15806629021826435
2021-03-08,2021.MMP00173,1,Drowning,Mediterranean,,35.2841725,-2.9381673,0.7121594371139432
2021-03-03,2021.MMP00177,1,Drowning,Europe,,50.9744772,1.874738404,0.6353539079602162
2021-03-09,2021.MMP00178,1,Vehicle accident / death linked to hazardous transport,Central America,,17.37971317,-97.12385013,0.49436773771489295
2021-03-10,2021.MMP00179,1,Mixed or unknown,North America,,31.7618778,-106.4850217,0.19403122994849475
2021-03-09,2021.MMP00180,1,Vehicle accident / death linked to hazardous transport,Central America,,19.7019462,-98.4585271,0.13846080578679776
2021-03-13,2021.MMP00181,1,Accidental death,Central America,,32.57929447,-116.5934173,0.2754949724057012
2021-03-13,2021.MMP00182,1,Drowning,Mediterranean,,35.9117892,-5.3570333,0.22511152752149233
2021-03-09,2021.MMP00185,1,Drowning,Central America,,28.7125063,-100.5096557,0.31460738404994926
2021-03-08,2021.MMP00186,1,Drowning,Mediterranean,,36.1812954,-5.4105286,0.6774307798175543
2021-03-17,2021.MMP00188,1,"Harsh environmental conditions / lack of adequate shelter, food, water",Northern Africa,,27.70936965,-15.60374223,0.24197200756417425
2021-03-17,2021.MMP00189,1,"Harsh environmental conditions / lack of adequate shelter, food, water",Northern Africa,,27.12327778,-15.62983476,0.6504667226329279
2021-03-16,2021.MMP00190,1,Vehicle accident / death linked to hazardous transport,Central America,,19.6044444,-98.3119444,0.16238793120840622
2021-03-15,2021.MMP00193,1,Violence,South America,,7.0773599,-73.1205348,0.37244220952759566
2021-03-16,2021.MMP00194,1,Vehicle accident / death linked to hazardous transport,South America,,-19.2761393,-68.6388049,0.6911532620527037
2021-03-17,2021.MMP00195,1,Drowning,South America,,7.830102197,-72.4508794,0.29536588683977727
2021-03-17,2021.MMP00196,1,"Harsh environmental conditions / lack of adequate shelter, food, water",South America,,-19.2761393,-68.6388049,0.04670023197562445
2021-03-11,2021.MMP00197,1,Drowning,Europe,,43.00343998,22.83630671,0.3846792640260901
2021-01-22,2021.MMP00198,1,Vehicle accident / death linked to hazardous transport,Europe,,50.5522319,2.370908,0.011929347238311294
2021-02-04,2021.MMP00199,1,Vehicle accident / death linked to hazardous transport,Europe,,50.334773,3.440537,0.10137289414018658
2021-02-01,2021.MMP00200,1,Drowning,Europe,,50.9669534,1.8710906,0.5940448655401389
2021-03-20,2021.MMP00201,1,Drowning,North America,1,28.7091433,-100.4995214,0.6123749153413989
2021-03-21,2021.MMP00203,1,"Harsh environmental conditions / lack of adequate shelter, food, water",Northern Africa,1,28.0811553,-15.4167175,0.13491238950215645
2021-03-03,2021.MMP00204,1,Violence,Central America,,25.0580555,-98.2641668,0.9766226132900031
2021-03-23,2021.MMP00207,1,Drowning,Central America,,32.52426274,-117.1234483,0.3347500132650467
2021-03-27,2021.MMP00210,1,Sickness / lack of access to adequate healthcare,North America,,32.2265083,-110.8547917,0.8947542731665494
2021-03-23,2021.MMP00211,1,"Harsh environmental conditions / lack of adequate shelter, food, water",South America,,-19.2761393,-68.6388049,0.20010857918275926
2021-03-23,2021.MMP00212,1,Sickness / lack of access to adequate healthcare,South America,,-19.27434383,-68.6202406,0.010186532830998463
2021-03-13,2021.MMP00215,1,Drowning,Mediterranean,,36.53619081,1.440914807,0.5486158675168713
2021-04-03,2021.MMP00219,1,Drowning,Mediterranean,,35.76109319,-0.826158603,0.3354113715018783
2021-04-03,2021.MMP00220,1,Drowning,Mediterranean,,35.07388561,-2.084353428,0.3066791909105615
2021-04-05,2021.MMP00222,1,Vehicle accident / death linked to hazardous transport,Central America,,25.675342,-100.319587,0.0890013242058727
2021-04-05,2021.MMP00223,1,Drowning,Northern Africa,,28.097183,-14.070217,0.6729614560689487
2021-04-04,2021.MMP00224,1,Drowning,Mediterranean,,35.916545,-5.371463,0.7232007997446648
2021-03-10,2021.MMP00225,1,Drowning,Mediterranean,,32.999264,12.295422,0.2079095991159179
2021-04-05,2021.MMP00227,1,Violence,Western Asia,,41.323095,26.494845,0.27007076537896935
2021-04-01,2021.MMP00230,1,Drowning,Central America,,26.203085,-98.445107,0.5657809132053917
2021-04-11,2021.MMP00231,1,Drowning,Mediterranean,,35.345799,-3.883139,0.3185942805104929
2021-04-03,2021.MMP00234,1,"Harsh environmental conditions / lack of adequate shelter, food, water",North America,,32.36842579,-114.0338755,0.8419833816289766
2021-04-10,2021.MMP00235,1,"Harsh environmental conditions / lack of adequate shelter, food, water",North America,,28.50887928,-99.8698853,0.2273432144596783
2021-04-06,2021.MMP00236,1,"Harsh environmental conditions / lack of adequate shelter, food, water",North America,,27.18569377,-98.14724414,0.5411234382635621
2021-04-11,2021.MMP00238,1,Drowning,Central America,,28.72296727,-100.508408,0.7220366040183319
2021-04-09,2021.MMP00239,1,Drowning,Central America,,28.72296727,-100.508408,0.32384137842593286
2021-04-07,2021.MMP00240,1,Drowning,Mediterranean,,35.2856809,-2.937338527,0.1704238362448247
2021-03-22,2021.MMP00241,1,Drowning,Central America,,32.67217596,-115.4387852,0.10202615119123348
2021-04-04,2021.MMP00242,1,Drowning,Mediterranean,,35.438993,-1.237177,0.8799130697723585
2021-04-13,2021.MMP00243,1,Vehicle accident / death linked to hazardous transport,North America,,27.40052071,-99.47846336,0.6755178383052136
2021-04-13,2021.MMP00244,1,Drowning,Central America,,27.59686845,-99.53709649,0.053283125185028535
2021-04-13,2021.MMP00246,1,Drowning,Mediterranean,1,33.76566438,11.02580782,0.28801417961597786
2021-04-13,2021.MMP00247,1,Drowning,Central America,,26.09530107,-98.27225471,0.9326944269574422
2021-04-14,2021.MMP00248,1,Drowning,Mediterranean,,35.31422006,-2.944675914,0.614566472435699
2021-04-09,2021.MMP00249,1,Drowning,Western Asia,,41.6738919,26.46499074,0.1866718960677003
2021-04-07,2021.MMP00251,1,Violence,South America,,7.815909737,-72.45178395,0.10600014892757237
2021-04-07,2021.MMP00252,1,Vehicle accident / death linked to hazardous transport,Central America,,22.82009376,-102.5423641,0.9308257638528323
2021-04-06,2021.MMP00253,1,Violence,Central America,,14.90541,-92.27885,0.41766126431304107
2021-04-15,2021.MMP00258,1,Drowning,Western Asia,,41.6738919,26.46499074,0.560959986221675
2021-04-13,2021.MMP00261,1,Drowning,Northern Africa,,23.71304956,-15.91691136,0.10027618701919128
2021-04-17,2021.MMP00262,1,Drowning,Mediterranean,,33.25433412,11.49846374,0.5632035051536877
2021-04-13,2021.MMP00263,1,"Harsh environmental conditions / lack of adequate shelter, food, water",South America,,-16.48074,-68.21252,0.38474153540214795
2021-04-14,2021.MMP00264,1,Accidental death,Central America,,15.01859246,-92.39962345,0.14536068933071222
2021-04-13,2021.MMP00265,1,Violence,Central America,,11.09053697,-84.56062206,0.23383670886081487
2021-04-19,2021.MMP00267,1,Vehicle accident / death linked to hazardous transport,Europe,,52.307985,4.753107,0.8305314488662172
2021-04-17,2021.MMP00268,1,Mixed or unknown,North America,,27.28385151,-98.68701863,0.23613644892012964
2021-04-16,2021.MMP00269,1,"Harsh environmental conditions / lack of adequate shelter, food, water",North America,,26.1865678,-98.22579399,0.032983765295611756
2021-04-15,2021.MMP00270,1,Vehicle accident / death linked to hazardous transport,North America,,26.65278451,-98.11397627,0.4288998068342753
2021-04-16,2021.MMP00271,1,Sickness / lack of access to adequate healthcare,Central America,,14.84172051,-92.31793706,0.9609541388869798
2021-04-22,2021.MMP00274,1,Drowning,Mediterranean,,32.86244029,13.43844999,0.516189729185123
2021-04-22,2021.MMP00275,1,Drowning,Mediterranean,,32.79270254,12.67244146,0.9603984821884304
2021-04-18,2021.MMP00276,1,Violence,Europe,,43.34150604,-1.776485694,0.5487501609667715
2021-04-27,2021.MMP00280,1,Mixed or unknown,Southern Africa,,-22.217558,29.985716,0.41706585568085397
2021-04-26,2021.MMP00282,1,Drowning,Mediterranean,,32.79270254,12.67244146,0.9412188994052537
2021-04-22,2021.MMP00283,1,Vehicle accident / death linked to hazardous transport,North America,,28.02611051,-99.54236303,0.8351647689133361
2021-04-14,2021.MMP00285,1,Drowning,Mediterranean,,35.87318906,-5.342716102,0.3995985897838852
2021-03-30,2021.MMP00288,1,Mixed or unknown,Central America,,8.706681239,-77.58643695,0.3138662261063918
2021-04-11,2021.MMP00290,1,Drowning,Mediterranean,,32.88479727,13.15337754,0.43956342646777413
2021-04-17,2021.MMP00291,1,Drowning,Mediterranean,,32.817824,12.450931,0.9710088885997317
2021-04-29,2021.MMP00293,1,Vehicle accident / death linked to hazardous transport,North America,,27.50628075,-97.84180735,0.7128736151478892
2021-04-03,2021.MMP00294,1,Drowning,North America,,27.5226717,-99.52217022,0.27916645281531594
2021-04-29,2021.MMP00295,1,Accidental death,North America,,32.554722,-116.887778,0.83582498363337
2021-05-03,2021.MMP00296,1,Drowning,Mediterranean,,32.79270254,12.67244146,0.7419398051576884
2021-04-28,2021.MMP00297,1,Drowning,Mediterranean,,33.23136296,11.490224,0.8477928271161326
2021-04-29,2021.MMP00298,1,"Harsh environmental conditions / lack of adequate shelter, food, water",Mediterranean,,35.78275109,-5.92968834,0.14023545710641327
2021-05-02,2021.MMP00299,1,Drowning,Mediterranean,,36.99851907,7.210512443,0.12215446199744906
2021-04-22,2021.MMP00300,1,Drowning,Central America,,26.25732783,-98.59817457,0.6903129276392692
2021-04-23,2021.MMP00301,1,Drowning,Central America,,28.72884175,-100.5094583,0.14963239883174184
2021-04-24,2021.MMP00302,1,Drowning,Central America,,28.70492867,-100.5123343,0.915461836699091
2021-04-25,2021.MMP00303,1,Drowning,Central America,,29.32384331,-100.9195537,0.9182847919895178
2021-04-26,2021.MMP00304,1,Drowning,Central America,,28.70492867,-100.5123343,0.22458436721602726
2021-04-27,2021.MMP00305,1,Drowning,Central America,,28.70492867,-100.5123343,0.8711049619200757
2021-05-03,2021.MMP00306,1,Drowning,Western Asia,,41.6738919,26.46499074,0.4523504477468683
2021-02-06,2021.MMP00309,1,Violence,Northern Africa,,25.0966877,10.16817753,0.8976160975455401
2021-02-11,2021.MMP00310,1,Sickness / lack of access to adequate healthcare,Northern Africa,,30.01463107,14.25008292,0.5494237452574042
2021-02-28,2021.MMP00312,1,Sickness / lack of access to adequate healthcare,Northern Africa,,26.1753112,14.73691443,0.8461574386146216
2021-03-07,2021.MMP00314,1,Vehicle accident / death linked to hazardous transport,Northern Africa,1,24.93543295,14.63298952,0.7604434498638468
2021-03-18,2021.MMP00315,1,Violence,Northern Africa,,24.93543295,14.63298952,0.5068092760270211
2021-04-05,2021.MMP00316,1,Vehicle accident / death linked to hazardous transport,Northern Africa,,24.93543295,14.63298952,0.3787923026439255
2021-04-23,2021.MMP00317,1,Drowning,Central America,,26.07712504,-98.22456289,0.8032459229711866
2021-05-05,2021.MMP00318,1,Sickness / lack of access to adequate healthcare,Central America,,14.89857673,-92.2712676,0.09347459427348737
2021-05-04,2021.MMP00319,1,Vehicle accident / death linked to hazardous transport,North America,,29.36820243,-103.7272989,0.9402342042870397
2021-05-04,2021.MMP00320,1,Drowning,Central America,,28.68098753,-100.5076016,0.0646816453959882
2021-04-03,2021.MMP00321,1,Drowning,Central America,,28.79838818,-100.5363082,0.22589777126602018
2021-05-01,2021.MMP00322,1,Drowning,South America,,7.91681734,-72.46274762,0.8856191392650132
2021-05-09,2021.MMP00323,1,Drowning,Mediterranean,,32.79305271,12.72579484,0.8868980670380171
2021-05-07,2021.MMP00324,1,Drowning,Europe,,41.256447,26.336691,0.9030623317580135
2021-05-09,2021.MMP00326,1,Vehicle accident / death linked to hazardous transport,Central America,,17.81709183,-95.26888543,0.38380687912730327
2021-05-12,2021.MMP00331,1,Drowning,Mediterranean,,32.79270254,12.67244146,0.06282536288059637
2021-05-17,2021.MMP00335,1,Drowning,Mediterranean,,35.87186947,-5.343137653,0.8647801295131028
2021-05-12,2021.MMP00337,1,Drowning,North America,,26.92134737,-80.06269146,0.8542591849244241
2021-01-30,2021.MMP00338,1,"Harsh environmental conditions / lack of adequate shelter, food, water",North America,,32.55086017,-113.7245521,0.9034475483586226
2021-05-19,2021.MMP00339,1,Drowning,Mediterranean,,35.76885,-1.17275,0.021228459008460376
2021-05-25,2021.MMP00341,1,Drowning,Mediterranean,,35.7961508,-5.907919411,0.761582839707871
2021-05-17,2021.MMP00342,1,Drowning,Mediterranean,,32.817824,12.450931,0.11626517700352923
2021-05-22,2021.MMP00344,1,Drowning,Mediterranean,,32.94136633,12.07871599,0.833960254031149
2021-05-22,2021.MMP00345,1,Drowning,Mediterranean,,32.79305271,12.72579484,0.04630705645113964
2021-05-23,2021.MMP00346,1,Drowning,Mediterranean,1,32.99993552,11.98125712,0.9792734552564268
2021-05-25,2021.MMP00349,1,Vehicle accident / death linked to hazardous transport,Western Asia,,40.95705315,26.63575014,0.23221759994243718
2021-05-14,2021.MMP00350,1,Violence,North America,,32.62844,-116.4721918,0.5281801045095693
2021-05-06,2021.MMP00351,1,Drowning,South America,,7.916828413,-72.46265352,0.542181874873471
2021-05-02,2021.MMP00353,1,Drowning,Central America,,28.3473325,-100.3153453,0.6568490573063943
2021-05-20,2021.MMP00356,1,Drowning,North America,,32.8478017,-117.2787884,0.9848285744632208
2021-05-25,2021.MMP00357,1,Sickness / lack of access to adequate healthcare,North America,,29.5071504,-98.57243481,0.13963835780052603
2021-05-19,2021.MMP00359,1,Violence,South America,,4.554452679,-74.15113013,0.8845612784829162
2021-05-25,2021.MMP00360,1,"Harsh environmental conditions / lack of adequate shelter, food, water",South America,,-17.816295,-69.187237,0.5173463183415923
2021-05-22,2021.MMP00361,1,"Harsh environmental conditions / lack of adequate shelter, food, water",North America,,30.8540853,-104.8845289,0.12839678249471032
2021-05-27,2021.MMP00364,1,Drowning,Mediterranean,,33.7649018,11.02566832,0.23261325519040255
2021-05-22,2021.MMP00366,1,Accidental death,Mediterranean,,35.88058358,-5.34191965,0.8409116718514755
2021-05-20,2021.MMP00367,1,Drowning,Mediterranean,1,35.87298041,-5.342553685,0.1565416395483239
2021-05-07,2021.MMP00368,1,Drowning,Mediterranean,,32.94011015,12.08667864,0.12224183982040593
2021-05-29,2021.MMP00370,1,Drowning,Mediterranean,,35.75996332,-5.93752017,0.8354393138218259
2021-06-01,2021.MMP00371,1,"Harsh environmental conditions / lack of adequate shelter, food, water",North America,,32.51201959,-114.2335269,0.2837890082612071
2021-06-01,2021.MMP00372,1,"Harsh environmental conditions / lack of adequate shelter, food, water",North America,,32.44482662,-114.446387,0.024173928092190433
2021-05-26,2021.MMP00374,1,"Harsh environmental conditions / lack of adequate shelter, food, water",North America,,28.65989473,-99.83025098,0.6362974876406986
2021-05-31,2021.MMP00375,1,Vehicle accident / death linked to hazardous transport,Central America,,19.70339619,-98.45113375,0.5319705903091672
2021-05-28,2021.MMP00376,1,Vehicle accident / death linked to hazardous transport,Central America,,16.79811255,-91.20988585,0.9590388384110176
2021-06-04,2021.MMP00377,1,Drowning,Mediterranean,,32.817824,12.450931,0.4863330131279622
2021-06-06,2021.MMP00378,1,Drowning,Mediterranean,,32.817824,12.450931,0.6086745349778013
2021-06-07,2021.MMP00379,1,Violence,Europe,,44.82494358,15.83615663,0.14281532348413006
2021-06-09,2021.MMP00380,1,Mixed or unknown,Central America,1,26.20468876,-98.5008908,0.16576106343311747
2021-05-23,2021.MMP00381,1,"Harsh environmental conditions / lack of adequate shelter, food, water",Northern Africa,,24.13731417,-15.58013699,0.573115183199554
2021-06-04,2021.MMP00382,1,Drowning,Central America,,28.70601548,-100.5121682,0.8772648984100819
2021-06-02,2021.MMP00383,1,Drowning,North America,,28.70601548,-100.5121682,0.963594498370836
2021-05-29,2021.MMP00384,1,Drowning,Central America,,28.72383323,-100.5084339,0.7909920049209456
2021-06-08,2021.MMP00385,1,Drowning,Central America,,28.86035777,-100.5900667,0.3249562307611895
2021-06-07,2021.MMP00386,1,Drowning,North America,,28.70601548,-100.5121682,0.13443729055155007
2021-05-22,2021.MMP00387,1,Drowning,Europe,,43.34206817,-1.775902345,0.5316593615585032
2021-06-10,2021.MMP00389,1,"Harsh environmental conditions / lack of adequate shelter, food, water",North America,,31.785267,-106.554545,0.9289411045011156
2021-06-11,2021.MMP00390,1,Accidental death,North America,,31.754475,-106.426,0.5490567401486555
2021-06-15,2021.MMP00397,1,Drowning,Mediterranean,,32.817824,12.450931,0.7620157063777571
2021-06-19,2021.MMP00398,1,Drowning,Mediterranean,,32.817824,12.450931,0.07970129803962189
2021-06-06,2021.MMP00399,1,Drowning,Central America,1,8.463178375,-77.6973089,0.8547629181519933
2021-06-08,2021.MMP00400,1,"Harsh environmental conditions / lack of adequate shelter, food, water",South America,,-22.86132167,-68.09857265,0.9029060795770558
2021-06-08,2021.MMP00401,1,"Harsh environmental conditions / lack of adequate shelter, food, water",South America,,-22.91728654,-67.79674134,0.7372965990870697
2021-06-09,2021.MMP00402,1,Drowning,Central America,,27.38965142,-99.49302361,0.35150734362881164
2021-06-10,2021.MMP00403,1,Violence,South America,,7.158230103,-73.09444462,0.05249415719874784
2021-06-15,2021.MMP00404,1,"Harsh environmental conditions / lack of adequate shelter, food, water",South America,,-19.28209365,-68.61117155,0.5127507261052571
2021-06-16,2021.MMP00405,1,Violence,Central America,,9.426195864,-83.71262203,0.375911942698427
2021-06-13,2021.MMP00407,1,Drowning,North America,,28.69871512,-100.5102039,0.06444224183367964
2021-06-15,2021.MMP00408,1,Drowning,Central America,,27.47874782,-99.4792803,0.844712144027649
2021-04-21,2021.MMP00410,1,Vehicle accident / death linked to hazardous transport,Eastern Africa,,10.57512792,49.05749537,0.6915807096726039
2021-05-24,2021.MMP00411,1,Mixed or unknown,Eastern Africa,,10.01320445,49.04490709,0.4340798883559409
2021-04-13,2021.MMP00412,1,Sickness / lack of access to adequate healthcare,Eastern Africa,,9.525310189,45.53662268,0.9021048810764511
2021-04-15,2021.MMP00413,1,Sickness / lack of access to adequate healthcare,Eastern Africa,,9.525310189,45.53662268,0.7843691413939538
2021-04-30,2021.MMP00414,1,Sickness / lack of access to adequate healthcare,Eastern Africa,,9.525310189,45.53662268,0.29554276428204007
2021-06-09,2021.MMP00415,1,Mixed or unknown,Eastern Africa,,11.96414423,43.28973237,0.8145718965157818
2021-06-17,2021.MMP00416,1,"Harsh environmental conditions / lack of adequate shelter, food, water",Eastern Africa,,11.14202647,42.71494991,0.19212301541447085
2021-06-15,2021.MMP00417,1,Drowning,Mediterranean,,35.87049967,-5.338425807,0.42994374769030363
2021-06-13,2021.MMP00418,1,Vehicle accident / death linked to hazardous transport,North America,,32.0884126,-107.4481688,0.6327239269233771
2021-06-10,2021.MMP00419,1,"Harsh environmental conditions / lack of adequate shelter, food, water",North America,,25.97777195,-97.51466326,0.7096549841834288
2021-06-19,2021.MMP00420,1,Vehicle accident / death linked to hazardous transport,North America,,33.46233163,-112.3520941,0.8177790367194469
2021-06-10,2021.MMP00422,1,"Harsh environmental conditions / lack of adequate shelter, food, water",North America,,27.35501854,-99.48372901,0.006250683441535898
2021-06-15,2021.MMP00423,1,Drowning,Northern Africa,,33.63174624,-7.709904705,0.399222760956345
2021-06-17,2021.MMP00424,1,"Harsh environmental conditions / lack of adequate shelter, food, water",Northern Africa,,24.68244358,-14.87534885,0.8330888389313014
2021-06-20,2021.MMP00425,1,Violence,Central America,,32.65816134,-115.4907367,0.6098008376675976
2021-06-23,2021.MMP00426,1,"Harsh environmental conditions / lack of adequate shelter, food, water",North America,1,31.52076745,-104.482768,0.9810593959268119
2021-02-10,2021.MMP00428,1,Drowning,Mediterranean,,32.75483468,13.71666686,0.410046299596156
2021-06-24,2021.MMP00429,1,"Harsh environmental conditions / lack of adequate shelter, food, water",Northern Africa,,27.16606866,-15.58094782,0.29431308581997895
2021-06-27,2021.MMP00431,1,Drowning,Northern Africa,,26.3500742,-15.55680579,0.3751621130114384
2021-06-15,2021.MMP00432,1,Drowning,Western Asia,,41.70895577,26.3584402,0.1285300910055669
2021-05-15,2021.MMP00433,1,Drowning,Mediterranean,,33.33194008,11.16826633,0.8967276389632266
2021-05-15,2021.MMP00434,1,Drowning,Mediterranean,,33.76538163,11.02563647,0.027088733170809176
2021-01-25,2021.MMP00436,1,Drowning,Mediterranean,,36.69594666,27.67600565,0.28976289473037875
2021-06-13,2021.MMP00439,1,"Harsh environmental conditions / lack of adequate shelter, food, water",North America,,32.49750617,-114.480166,0.11440083499889853
2021-06-28,2021.MMP00440,1,Vehicle accident / death linked to hazardous transport,Central America,,17.17872459,-93.57205686,0.31341372865770567
2021-06-16,2021.MMP00442,1,Vehicle accident / death linked to hazardous transport,Central America,,19.57885023,-98.31507222,0.04928496570102303
2021-06-16,2021.MMP00443,1,"Harsh environmental conditions / lack of adequate shelter, food, water",North America,,31.78721121,-106.5457835,0.15608662149217833
2021-06-16,2021.MMP00444,1,"Harsh environmental conditions / lack of adequate shelter, food, water",North America,,31.80675321,-106.6199581,0.7409387336929774
2021-06-27,2021.MMP00446,1,"Harsh environmental conditions / lack of adequate shelter, food, water",North America,,30.52044183,-104.8739003,0.877172415607544
2021-06-29,2021.MMP00447,1,Sickness / lack of access to adequate healthcare,Central America,,19.41460771,-98.13470713,0.8879973683572309
2021-06-19,2021.MMP00448,1,Violence,Central America,,17.92067186,-94.9330168,0.48507660624534
2021-03-28,2021.MMP00450,1,Drowning,Mediterranean,,36.317706,0.635233,0.40781506343176854
2021-05-24,2021.MMP00453,1,"Harsh environmental conditions / lack of adequate shelter, food, water",Northern Africa,,24.13731417,-15.58013699,0.18114529688661363
2021-06-24,2021.MMP00456,1,Drowning,Mediterranean,,32.817824,12.450931,0.21405495156779852
2021-06-26,2021.MMP00457,1,Drowning,Mediterranean,,32.94011015,12.08667864,0.5647427776238754
2021-07-03,2021.MMP00463,1,Drowning,Mediterranean,,35.733824,-0.85511,0.4703714665913372
2021-06-30,2021.MMP00466,1,Mixed or unknown,North America,,32.60582,-116.81832,0.8486641762231613
2021-01-05,2021.MMP00468,1,Violence,North America,,31.43222381,-109.8928271,0.36800997183117
2021-01-05,2021.MMP00469,1,Violence,North America,,31.43222381,-109.8928271,0.5472254294553176
2021-01-07,2021.MMP00470,1,Mixed or unknown,North America,,31.692633,-111.8142,0.6479156576073433
2021-01-10,2021.MMP00471,1,"Harsh environmental conditions / lack of adequate shelter, food, water",North America,,31.68276,-110.864752,0.9359292715419127
2021-01-11,2021.MMP00472,1,Mixed or unknown,North America,,32.51472,-111.8303,0.5461739011060158
2021-01-11,2021.MMP00473,1,Mixed or unknown,North America,,31.83375,-112.3743,0.07036166930635712
2021-01-11,2021.MMP00474,1,Mixed or unknown,North America,,32.542332,-112.343452,0.1569193238295048
2021-01-13,2021.MMP00475,1,Mixed or unknown,North America,,31.78536,-111.83111,0.5190779859161971
2021-01-15,2021.MMP00476,1,Violence,North America,,31.33415,-110.11293,0.7799039387282998
2021-01-16,2021.MMP00477,1,Mixed or unknown,North America,,31.977452,-112.68819,0.42508973907215175
2021-01-19,2021.MMP00478,1,Mixed or unknown,North America,,31.963194,-112.16075,0.6418938707322126
2021-01-23,2021.MMP00479,1,Mixed or unknown,North America,,31.648472,-111.257167,0.8964630579566264
2021-01-24,2021.MMP00480,1,"Harsh environmental conditions / lack of adequate shelter, food, water",North America,,31.463389,-109.076444,0.4676490084280722
2021-01-25,2021.MMP00481,1,Mixed or unknown,North America,,32.131,-113.237833,0.24110516134551618
2021-01-28,2021.MMP00482,1,Mixed or unknown,North America,,31.71416,-111.95791,0.44019797199550426
2021-01-28,2021.MMP00483,1,Mixed or unknown,North America,,31.70588,-112.00148,0.8298754214689588
2021-02-04,2021.MMP00484,1,Mixed or unknown,North America,,31.71066,-111.86906,0.28207849569388643
2021-02-05,2021.MMP00485,1,Mixed or unknown,North America,,31.84175,-112.4437,0.0029851927084925123
2021-02-07,2021.MMP00486,1,Mixed or unknown,North America,,31.389361,-111.230389,0.892123302721286
2021-02-08,2021.MMP00487,1,Mixed or unknown,North America,,31.73563,-111.8275,0.8605962064792185
2021-02-09,2021.MMP00488,1,"Harsh environmental conditions / lack of adequate shelter, food, water",North America,,31.9543,-112.4197,0.22080516848033227
2021-02-10,2021.MMP00489,1,Mixed or unknown,North America,,32.15258,-112.74925,0.9068663180781729
2021-02-15,2021.MMP00490,1,Mixed or unknown,North America,,31.914444,-111.913611,0.5862363906292882
2021-02-16,2021.MMP00491,1,Mixed or unknown,North America,,31.9120215,-111.881234,0.1503458434142224
2021-02-18,2021.MMP00492,1,Mixed or unknown,North America,,31.78605,-111.811683,0.1581084244373101
2021-02-21,2021.MMP00493,1,Mixed or unknown,North America,,32.22524,-113.04953,0.9559869741775875
2021-02-21,2021.MMP00494,1,Mixed or unknown,North America,,32.22536,-113.04941,0.39463016100547965
2021-02-21,2021.MMP00495,1,Mixed or unknown,North America,,31.900498,-111.532852,0.3774701287554594
2021-02-23,2021.MMP00496,1,Mixed or unknown,North America,,31.66905,-111.846417,0.3476409154707687
2021-02-24,2021.MMP00497,1,Mixed or unknown,North America,,32.1195,-113.1718,0.8915252519763956
2021-03-03,2021.MMP00498,1,Mixed or unknown,North America,,32.199638,-113.021598,0.8610313388795958
2021-03-05,2021.MMP00499,1,Mixed or unknown,North America,,31.84108,-111.84243,0.31535010455382695
2021-03-08,2021.MMP00500,1,"Harsh environmental conditions / lack of adequate shelter, food, water",North America,,31.334239,-110.952825,0.8311570100790309
2021-03-14,2021.MMP00501,1,Mixed or unknown,North America,,32.09297,-112.96256,0.08286876291615841
2021-03-13,2021.MMP00502,1,Mixed or unknown,North America,,32.178633,-113.058867,0.4514405365947314
2021-03-13,2021.MMP00503,1,Mixed or unknown,North America,,32.2429,-113.0754,0.8405997388013049
2021-03-13,2021.MMP00504,1,Mixed or unknown,North America,,32.184896,-113.064156,0.3259205780046097
2021-03-14,2021.MMP00505,1,Mixed or unknown,North America,,31.78797,-111.74756,0.7305540141457583
2021-03-13,2021.MMP00506,1,Mixed or unknown,North America,,32.224496,-113.0785575,0.7018609474313082
2021-03-14,2021.MMP00507,1,Mixed or unknown,North America,,32.125633,-113.238767,0.06504667925466734
2021-03-14,2021.MMP00508,1,Mixed or unknown,North America,,32.122583,-113.238833,0.32739376316667457
2021-03-16,2021.MMP00509,1,Mixed or unknown,North America,,31.72159,-112.19422,0.7184501833299746
2021-03-19,2021.MMP00510,1,Mixed or unknown,North America,,31.97162,-111.48003,0.702594559583336
2021-03-20,2021.MMP00511,1,Mixed or unknown,North America,,32.418681,-112.969283,0.6259129811272872
2021-03-26,2021.MMP00512,1,Mixed or unknown,North America,,32.25953,-111.5175,0.6055204313697911
2021-03-27,2021.MMP00513,1,Sickness / lack of access to adequate healthcare,North America,,32.22372762,-110.857911,0.09782113237160406
2021-03-28,2021.MMP00514,1,Mixed or unknown,North America,,31.99153,-112.6947,0.9201359048164086
2021-03-30,2021.MMP00515,1,Mixed or unknown,North America,,31.6951,-111.998,0.014843337835287906
